,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,021/0/2022-10-05 11:41:05.536519-6423.jpg,109,418,355,560,595,457,853,589
1,021/0/2022-10-05 11:41:07.527147-6725.jpg,100,425,369,555,609,456,838,599
2,021/0/2022-10-05 11:42:43.353340-22025.jpg,128,428,383,559,625,458,876,591
3,021/0/2022-10-05 11:41:07.778719-6766.jpg,92,427,377,559,593,448,848,590
4,021/0/2022-10-05 11:44:04.317629-34951.jpg,121,441,387,559,627,469,863,604
5,021/0/2022-10-05 11:42:38.915938-21315.jpg,137,428,370,551,620,470,866,593
6,021/0/2022-10-05 11:43:29.279146-29346.jpg,136,428,374,557,618,456,863,600
7,021/0/2022-10-05 11:42:05.343263-15967.jpg,138,433,366,562,613,453,879,606
8,021/0/2022-10-05 11:44:15.799406-36774.jpg,113,434,390,564,620,464,864,606
9,021/0/2022-10-05 11:43:58.269931-33983.jpg,129,436,382,559,627,470,861,601
10,021/0/2022-10-05 11:41:47.625547-13141.jpg,118,428,371,551,623,471,853,590
11,021/0/2022-10-05 11:44:06.572393-35312.jpg,135,435,379,556,625,474,866,601
12,021/0/2022-10-05 11:41:01.136993-5723.jpg,108,420,374,543,614,459,844,587
13,021/0/2022-10-05 11:42:11.700716-16966.jpg,135,435,378,558,611,465,854,593
14,021/0/2022-10-05 11:40:59.944202-5532.jpg,99,422,359,547,623,453,845,580
15,021/0/2022-10-05 11:41:15.339285-7976.jpg,108,428,370,553,599,456,839,588
16,021/0/2022-10-05 11:42:45.781762-22413.jpg,129,415,381,558,624,467,858,592
17,021/0/2022-10-05 11:41:58.858491-14930.jpg,124,425,374,550,610,467,870,597
18,021/0/2022-10-05 11:41:33.600757-10897.jpg,114,426,380,563,612,456,863,597
19,021/0/2022-10-05 11:44:00.278977-34304.jpg,127,433,396,573,634,474,859,603
20,021/0/2022-10-05 11:44:16.187209-36836.jpg,132,444,377,555,640,477,861,605
21,021/0/2022-10-05 11:40:52.091714-4276.jpg,114,418,367,556,609,458,838,585
22,021/0/2022-10-05 11:41:03.263456-6063.jpg,111,422,363,545,602,461,851,593
23,021/0/2022-10-05 11:40:48.278699-3666.jpg,104,422,355,545,601,460,841,587
24,021/0/2022-10-05 11:43:41.437369-31291.jpg,146,439,391,554,621,471,850,593
25,021/0/2022-10-05 11:41:19.673953-8669.jpg,125,423,364,549,621,458,845,583
26,021/0/2022-10-05 11:42:26.488029-19327.jpg,128,437,369,558,624,487,841,597
27,021/0/2022-10-05 11:40:40.284678-2387.jpg,97,419,369,543,621,451,847,586
28,021/0/2022-10-05 11:44:17.005477-36967.jpg,135,436,374,550,632,476,858,592
29,021/0/2022-10-05 11:41:02.493213-5940.jpg,122,426,352,551,609,463,842,586
30,021/0/2022-10-05 11:43:14.820604-27033.jpg,142,440,382,560,643,492,854,598
31,021/0/2022-10-05 11:42:19.086566-18143.jpg,110,412,384,551,654,461,862,591
32,021/0/2022-10-05 11:43:12.015695-26594.jpg,137,431,381,558,630,468,857,606
33,021/0/2022-10-05 11:44:30.585207-39127.jpg,135,439,377,554,632,466,852,600
34,021/0/2022-10-05 11:41:34.174059-10989.jpg,126,429,371,549,628,459,843,582
35,021/0/2022-10-05 11:41:12.486515-7516.jpg,114,423,363,552,602,468,848,586
36,021/0/2022-10-05 11:42:40.058212-21496.jpg,124,436,383,552,627,481,845,601
37,021/0/2022-10-05 11:41:42.952576-12393.jpg,117,424,365,554,620,465,850,593
38,021/0/2022-10-05 11:40:35.760955-1663.jpg,95,425,358,547,596,453,839,583
39,021/0/2022-10-05 11:42:44.092859-22143.jpg,102,424,385,555,624,464,858,586
40,021/0/2022-10-05 11:44:19.631473-37387.jpg,131,447,376,566,624,472,861,607
41,021/0/2022-10-05 11:42:57.374037-24254.jpg,121,422,394,557,633,453,869,597
42,021/0/2022-10-05 11:43:24.550172-28589.jpg,146,431,375,557,623,462,864,602
43,021/0/2022-10-05 11:43:04.078590-25326.jpg,131,423,387,560,630,468,866,594
44,021/0/2022-10-05 11:41:45.850700-12857.jpg,131,422,370,551,622,467,862,599
45,021/0/2022-10-05 11:41:37.802824-11563.jpg,139,417,368,553,618,458,855,592
46,021/0/2022-10-05 11:42:55.180680-23903.jpg,128,428,377,558,634,454,861,590
47,021/0/2022-10-05 11:41:32.173934-10669.jpg,105,427,361,545,599,459,847,591
48,021/0/2022-10-05 11:44:11.741975-36125.jpg,133,442,377,547,630,472,855,593
49,021/0/2022-10-05 11:44:03.016336-34743.jpg,130,446,387,556,631,479,872,608
