,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,218/3/2022-11-11 13:00:34.913966-27232.jpg,146,380,384,478,599,370,820,478
1,218/3/2022-11-11 13:00:20.236533-24896.jpg,1,1,1,1,1,1,1,1
2,218/3/2022-11-11 13:00:05.659397-22572.jpg,106,457,354,553,557,364,809,484
3,218/3/2022-11-11 13:00:44.215487-28712.jpg,227,393,466,505,677,386,913,497
4,218/3/2022-11-11 13:00:21.261880-25060.jpg,191,383,463,497,660,391,878,504
5,218/3/2022-11-11 13:00:21.663165-25124.jpg,138,455,378,578,586,390,822,511
6,218/3/2022-11-11 12:58:03.283854-3088.jpg,243,382,522,512,711,417,951,566
7,218/3/2022-11-11 12:59:51.250909-20280.jpg,154,397,407,508,625,369,868,486
8,218/3/2022-11-11 13:00:18.861428-24676.jpg,18,471,298,571,492,409,723,506
9,218/3/2022-11-11 13:00:32.640916-26868.jpg,85,493,337,577,522,388,774,503
10,218/3/2022-11-11 13:00:22.294467-25224.jpg,40,516,276,628,484,394,730,511
11,218/3/2022-11-11 13:00:45.293283-28884.jpg,200,404,422,538,643,399,889,522
12,218/3/2022-11-11 12:59:54.601293-20808.jpg,151,393,410,513,616,340,857,466
13,218/3/2022-11-11 12:59:27.084337-16432.jpg,67,457,361,569,540,354,792,466
14,218/3/2022-11-11 13:00:19.311621-24748.jpg,13,493,261,610,457,383,695,506
15,218/3/2022-11-11 12:57:45.130945-184.jpg,169,435,419,563,637,419,871,539
