,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,015/1/2022-09-29 14:25:44.943312-33804.jpg,203,499,449,623,621,478,839,586
1,015/1/2022-09-29 14:22:13.147294-0.jpg,165,471,411,592,574,454,824,562
2,015/1/2022-09-29 14:22:23.291378-1628.jpg,186,481,424,618,595,464,834,572
3,015/1/2022-09-29 14:22:25.691699-2012.jpg,194,488,434,604,611,448,833,570
4,015/1/2022-09-29 14:25:14.236913-28900.jpg,206,508,457,607,614,463,840,568
5,015/1/2022-09-29 14:22:26.942088-2212.jpg,182,483,439,599,604,460,847,577
6,015/1/2022-09-29 14:22:14.164871-168.jpg,174,500,412,602,595,473,818,590
7,015/1/2022-09-29 14:23:43.741944-14488.jpg,216,489,463,605,636,470,848,576
8,015/1/2022-09-29 14:23:47.367039-15068.jpg,185,490,445,599,610,457,847,571
9,015/1/2022-09-29 14:23:54.094350-16140.jpg,191,504,436,607,615,459,838,573
10,015/1/2022-09-29 14:22:23.943489-1732.jpg,183,483,435,598,585,453,814,568
11,015/1/2022-09-29 14:25:16.637258-29284.jpg,194,488,428,588,600,458,850,562
12,015/1/2022-09-29 14:23:43.866656-14508.jpg,221,498,456,600,621,476,859,584
13,015/1/2022-09-29 14:24:29.723624-21812.jpg,217,506,435,600,621,481,846,591
14,015/1/2022-09-29 14:22:24.466286-1816.jpg,184,488,427,589,610,463,823,565
15,015/1/2022-09-29 14:22:13.764514-104.jpg,172,483,419,588,596,453,819,559
16,015/1/2022-09-29 14:22:15.540275-388.jpg,175,481,433,588,577,455,821,563
17,015/1/2022-09-29 14:22:42.144294-4644.jpg,213,493,453,585,635,465,845,569
18,015/1/2022-09-29 14:22:18.541843-868.jpg,199,485,433,592,596,466,827,561
19,015/1/2022-09-29 14:25:05.761150-27544.jpg,204,511,455,609,630,466,854,578
20,015/1/2022-09-29 14:25:04.338859-27316.jpg,224,491,444,595,645,449,851,570
21,015/1/2022-09-29 14:22:16.064934-472.jpg,191,491,424,598,595,466,812,573
22,015/1/2022-09-29 14:23:53.067860-15980.jpg,200,498,440,592,602,467,847,579
23,015/1/2022-09-29 14:22:25.968051-2056.jpg,175,489,433,598,623,443,838,573
24,015/1/2022-09-29 14:23:42.993342-14368.jpg,221,488,448,604,609,461,841,569
25,015/1/2022-09-29 14:22:20.265828-1144.jpg,188,493,424,604,609,467,828,562
26,015/1/2022-09-29 14:22:32.392896-3084.jpg,190,490,442,603,628,461,830,571
27,015/1/2022-09-29 14:23:45.742099-14808.jpg,217,488,458,588,600,458,854,581
28,015/1/2022-09-29 14:24:05.719784-18004.jpg,200,496,448,606,602,463,855,581
29,015/1/2022-09-29 14:25:17.037181-29348.jpg,196,485,448,601,623,450,850,570
30,015/1/2022-09-29 14:24:02.319171-17460.jpg,195,494,450,595,604,454,862,583
31,015/1/2022-09-29 14:22:22.742557-1540.jpg,174,481,431,592,603,458,841,570
32,015/1/2022-09-29 14:24:11.402105-18884.jpg,215,493,437,602,638,466,834,577
33,015/1/2022-09-29 14:25:38.365549-32752.jpg,194,501,452,616,605,474,841,586
34,015/1/2022-09-29 14:25:15.962071-29176.jpg,186,476,457,592,614,446,855,560
35,015/1/2022-09-29 14:23:35.612765-13184.jpg,200,500,452,603,633,460,854,565
36,015/1/2022-09-29 14:23:11.698919-9356.jpg,196,494,451,591,628,469,853,568
37,015/1/2022-09-29 14:24:43.582746-24020.jpg,187,511,456,615,616,466,840,587
38,015/1/2022-09-29 14:22:36.369874-3720.jpg,196,480,459,590,626,453,846,576
39,015/1/2022-09-29 14:23:22.616529-11108.jpg,203,480,460,595,624,463,870,575
