,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,034/2/2022-10-07 16:27:54.429840-2456.jpg,174,392,429,505,608,385,872,526
1,034/2/2022-10-07 16:28:54.001974-11956.jpg,162,405,438,521,629,409,871,547
2,034/2/2022-10-07 16:29:07.423670-14100.jpg,165,412,427,525,638,424,871,545
3,034/2/2022-10-07 16:31:24.039125-35892.jpg,180,398,432,514,630,404,862,533
4,034/2/2022-10-07 16:28:49.051192-11164.jpg,164,398,428,514,621,404,884,544
5,034/2/2022-10-07 16:28:08.282104-4672.jpg,168,405,426,515,603,388,883,528
6,034/2/2022-10-07 16:31:32.871283-37308.jpg,205,401,479,522,626,398,892,532
7,034/2/2022-10-07 16:29:35.737918-18624.jpg,145,408,439,517,641,406,861,543
8,034/2/2022-10-07 16:27:54.154737-2412.jpg,156,408,405,511,642,408,858,547
9,034/2/2022-10-07 16:27:58.555579-3116.jpg,169,393,434,511,637,390,876,525
10,034/2/2022-10-07 16:30:24.731435-26412.jpg,156,418,426,502,638,415,858,539
11,034/2/2022-10-07 16:27:43.153367-652.jpg,170,383,422,506,623,400,872,541
12,034/2/2022-10-07 16:29:44.047370-19956.jpg,168,395,432,524,614,412,873,542
13,034/2/2022-10-07 16:31:01.340344-32272.jpg,167,395,447,516,612,396,879,536
14,034/2/2022-10-07 16:28:03.231293-3864.jpg,150,397,426,523,616,395,867,531
15,034/2/2022-10-07 16:30:52.717153-30892.jpg,186,376,455,504,621,377,871,504
16,034/2/2022-10-07 16:29:00.999117-13072.jpg,174,385,418,504,624,398,879,535
17,034/2/2022-10-07 16:28:50.001636-11316.jpg,171,411,402,514,619,406,870,538
18,034/2/2022-10-07 16:27:54.107659-2404.jpg,139,419,416,536,616,429,855,555
19,034/2/2022-10-07 16:29:42.322101-19680.jpg,174,405,458,541,625,408,876,546
20,034/2/2022-10-07 16:28:37.336974-9320.jpg,173,402,430,520,637,401,867,542
21,034/2/2022-10-07 16:27:54.081754-2400.jpg,155,432,405,538,566,412,864,556
22,034/2/2022-10-07 16:29:05.997427-13872.jpg,174,394,432,520,591,399,874,531
23,034/2/2022-10-07 16:28:39.711920-9700.jpg,168,399,420,510,641,398,887,531
24,034/2/2022-10-07 16:31:28.395353-36592.jpg,191,387,444,498,641,395,867,526
25,034/2/2022-10-07 16:28:30.690064-8256.jpg,178,389,419,507,628,390,854,531
26,034/2/2022-10-07 16:28:51.101698-11492.jpg,167,425,438,529,629,412,870,544
27,034/2/2022-10-07 16:28:23.134736-7048.jpg,168,394,436,515,652,400,881,536
28,034/2/2022-10-07 16:28:33.611082-8724.jpg,162,399,422,520,624,407,871,533
29,034/2/2022-10-07 16:28:55.327110-12168.jpg,157,394,437,519,608,405,877,532
30,034/2/2022-10-07 16:28:20.409087-6612.jpg,140,391,456,516,621,407,863,517
31,034/2/2022-10-07 16:29:45.075373-20120.jpg,188,413,437,524,632,405,873,538
32,034/2/2022-10-07 16:31:04.594595-32792.jpg,180,397,437,504,628,404,868,518
33,034/2/2022-10-07 16:27:44.009952-788.jpg,144,403,418,520,625,412,863,540
34,034/2/2022-10-07 16:31:32.021006-37172.jpg,192,406,431,517,651,412,885,534
35,034/2/2022-10-07 16:29:03.496979-13472.jpg,179,402,432,506,626,400,863,522
36,034/2/2022-10-07 16:27:44.103828-804.jpg,163,422,403,528,629,437,871,547
37,034/2/2022-10-07 16:27:55.717130-2660.jpg,175,412,408,516,629,408,871,554
38,034/2/2022-10-07 16:28:55.227069-12152.jpg,160,396,408,507,628,399,858,525
39,034/2/2022-10-07 16:27:55.329902-2600.jpg,170,417,417,522,612,422,872,547
40,034/2/2022-10-07 16:27:58.380300-3088.jpg,156,395,413,509,631,407,869,530
41,034/2/2022-10-07 16:30:51.818142-30748.jpg,184,395,443,507,651,416,881,518
42,034/2/2022-10-07 16:30:54.326443-31148.jpg,181,414,412,515,649,416,865,524
43,034/2/2022-10-07 16:31:05.166054-32884.jpg,184,380,409,497,630,409,883,529
44,034/2/2022-10-07 16:29:21.368625-16328.jpg,178,397,430,514,617,405,862,530
45,034/2/2022-10-07 16:28:00.530691-3432.jpg,174,401,421,505,633,401,871,524
46,034/2/2022-10-07 16:29:23.753694-16704.jpg,155,408,431,536,608,418,877,538
47,034/2/2022-10-07 16:31:17.768493-34892.jpg,183,406,437,526,648,397,885,547
48,034/2/2022-10-07 16:29:10.322945-14564.jpg,165,371,442,523,632,384,860,525
49,034/2/2022-10-07 16:31:10.194808-33680.jpg,184,401,412,509,644,404,856,532
