,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,042/2/2022-10-12 13:27:26.410428-25416.jpg,191,478,421,615,609,510,828,645
1,042/2/2022-10-12 13:28:35.571369-36452.jpg,191,494,409,606,604,489,834,635
2,042/2/2022-10-12 13:27:22.234748-24748.jpg,200,449,430,584,622,470,849,632
3,042/2/2022-10-12 13:28:55.241116-39588.jpg,198,493,411,616,601,505,804,654
4,042/2/2022-10-12 13:27:23.735448-24988.jpg,200,484,399,604,603,524,814,631
5,042/2/2022-10-12 13:28:54.112986-39408.jpg,185,485,400,587,602,518,799,628
6,042/2/2022-10-12 13:28:33.896165-36184.jpg,217,498,416,602,611,528,825,640
7,042/2/2022-10-12 13:27:23.139505-24892.jpg,183,513,406,614,601,532,808,647
8,042/2/2022-10-12 13:28:31.745824-35840.jpg,218,514,414,603,658,542,829,645
9,042/2/2022-10-12 13:28:11.642511-32624.jpg,208,532,397,622,599,542,815,664
10,042/2/2022-10-12 13:25:32.104714-7132.jpg,182,500,385,604,611,521,810,650
11,042/2/2022-10-12 13:28:34.821868-36332.jpg,181,473,394,592,622,513,815,624
12,042/2/2022-10-12 13:26:06.397665-12616.jpg,220,501,427,608,634,526,813,648
13,042/2/2022-10-12 13:26:16.280619-14196.jpg,217,515,415,608,618,532,817,653
14,042/2/2022-10-12 13:25:28.329531-6528.jpg,208,510,415,615,618,531,801,648
15,042/2/2022-10-12 13:28:33.946201-36192.jpg,212,489,409,590,602,508,826,633
16,042/2/2022-10-12 13:25:23.078678-5688.jpg,218,509,422,617,600,539,823,647
17,042/2/2022-10-12 13:28:54.236681-39428.jpg,200,483,384,572,606,506,801,613
18,042/2/2022-10-12 13:28:32.629776-35980.jpg,239,504,405,605,646,531,833,647
19,042/2/2022-10-12 13:26:42.959379-18464.jpg,203,502,424,602,600,517,823,628
20,042/2/2022-10-12 13:28:27.745275-35200.jpg,231,512,408,599,633,529,814,632
21,042/2/2022-10-12 13:28:25.895094-34904.jpg,193,486,399,598,606,506,816,617
22,042/2/2022-10-12 13:26:16.550164-14240.jpg,208,519,400,610,616,526,809,644
23,042/2/2022-10-12 13:26:40.954147-18144.jpg,220,483,412,585,616,504,831,622
24,042/2/2022-10-12 13:28:34.472550-36276.jpg,212,484,385,592,605,502,806,611
25,042/2/2022-10-12 13:27:55.340146-30016.jpg,232,540,411,620,638,549,813,658
26,042/2/2022-10-12 13:28:38.871769-36980.jpg,209,511,409,599,615,525,816,648
27,042/2/2022-10-12 13:25:29.754600-6756.jpg,216,509,404,611,611,534,821,660
28,042/2/2022-10-12 13:28:27.069899-35092.jpg,210,480,398,593,644,508,808,616
29,042/2/2022-10-12 13:26:14.799369-13960.jpg,216,487,411,605,619,517,820,635
30,042/2/2022-10-12 13:28:11.244656-32560.jpg,206,528,400,621,617,545,805,656
31,042/2/2022-10-12 13:25:28.236075-6512.jpg,214,517,405,614,615,532,804,661
32,042/2/2022-10-12 13:25:00.574920-2088.jpg,187,518,403,621,592,531,786,634
33,042/2/2022-10-12 13:28:57.562367-39960.jpg,214,499,413,592,625,534,813,635
34,042/2/2022-10-12 13:25:05.575703-2888.jpg,203,518,381,606,610,539,798,633
35,042/2/2022-10-12 13:25:27.809979-6444.jpg,219,526,406,624,626,548,814,662
36,042/2/2022-10-12 13:27:57.591625-30376.jpg,205,509,413,606,625,530,825,644
37,042/2/2022-10-12 13:27:10.961311-22944.jpg,215,519,410,596,635,539,811,646
38,042/2/2022-10-12 13:29:01.262852-40552.jpg,203,503,413,605,624,531,809,636
39,042/2/2022-10-12 13:28:25.545008-34848.jpg,205,510,406,603,608,528,813,636
40,042/2/2022-10-12 13:26:55.685643-20500.jpg,214,496,425,601,626,527,841,646
41,042/2/2022-10-12 13:25:24.629003-5936.jpg,209,514,414,602,607,536,815,638
42,042/2/2022-10-12 13:27:23.586749-24964.jpg,196,495,420,595,617,518,832,635
43,042/2/2022-10-12 13:24:54.549184-1124.jpg,193,526,391,605,594,546,809,645
44,042/2/2022-10-12 13:27:21.887391-24692.jpg,217,463,431,566,614,502,826,610
45,042/2/2022-10-12 13:26:32.576941-16804.jpg,218,518,421,611,625,549,834,658
46,042/2/2022-10-12 13:26:46.504032-19032.jpg,193,497,428,585,626,521,823,630
47,042/2/2022-10-12 13:28:02.243104-31120.jpg,199,508,422,601,619,542,845,648
48,042/2/2022-10-12 13:27:58.065287-30452.jpg,213,508,436,598,618,544,823,640
