,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,042/0/2022-10-12 13:05:15.852372-0.jpg,261,485,443,559,659,479,839,565
1,042/0/2022-10-12 13:07:00.204451-16660.jpg,275,556,450,636,668,575,842,653
2,042/0/2022-10-12 13:09:32.728566-40720.jpg,268,569,467,652,656,580,831,662
3,042/0/2022-10-12 13:05:18.615517-448.jpg,213,502,423,604,644,538,811,627
4,042/0/2022-10-12 13:05:16.739029-148.jpg,236,508,446,596,653,532,854,633
5,042/0/2022-10-12 13:05:25.567324-1560.jpg,239,516,444,612,660,541,828,632
6,042/0/2022-10-12 13:06:59.433122-16536.jpg,252,555,453,641,644,566,846,654
7,042/0/2022-10-12 13:08:44.283702-33192.jpg,270,564,450,652,661,602,850,678
8,042/0/2022-10-12 13:05:15.905446-8.jpg,237,473,447,542,649,468,874,571
9,042/0/2022-10-12 13:05:20.088778-684.jpg,233,516,444,619,628,537,829,632
10,042/0/2022-10-12 13:07:00.504472-16708.jpg,264,547,456,633,659,556,850,654
11,042/0/2022-10-12 13:05:17.438685-260.jpg,244,510,436,607,641,535,826,629
12,042/0/2022-10-12 13:05:49.168417-5336.jpg,248,523,452,617,665,544,844,638
13,042/0/2022-10-12 13:07:52.151584-24924.jpg,248,550,458,639,664,559,853,665
14,042/0/2022-10-12 13:05:25.139704-1492.jpg,250,541,454,620,633,538,858,636
15,042/0/2022-10-12 13:07:00.380333-16688.jpg,273,534,458,636,673,556,863,648
16,042/0/2022-10-12 13:05:16.667458-136.jpg,253,505,440,594,655,524,839,630
17,042/0/2022-10-12 13:05:16.007650-24.jpg,236,505,440,598,657,536,823,619
18,042/0/2022-10-12 13:05:17.339148-244.jpg,249,523,436,603,632,536,822,640
19,042/0/2022-10-12 13:05:17.638878-292.jpg,245,514,437,608,643,547,812,631
20,042/0/2022-10-12 13:05:15.889953-4.jpg,230,462,462,561,650,474,852,573
21,042/0/2022-10-12 13:05:16.814872-160.jpg,239,510,450,602,652,527,837,633
22,042/0/2022-10-12 13:09:32.853558-40740.jpg,279,560,467,644,669,569,846,666
23,042/0/2022-10-12 13:09:33.103559-40780.jpg,266,590,433,657,623,584,800,663
24,042/0/2022-10-12 13:09:32.953570-40756.jpg,260,564,478,640,663,579,831,661
25,042/0/2022-10-12 13:07:00.254614-16668.jpg,254,553,471,637,657,560,868,655
26,042/0/2022-10-12 13:05:16.565150-120.jpg,231,505,454,593,656,526,836,625
27,042/0/2022-10-12 13:05:20.815019-800.jpg,229,523,441,602,627,532,827,642
28,042/0/2022-10-12 13:05:16.296488-76.jpg,243,492,449,594,631,509,847,625
29,042/0/2022-10-12 13:09:33.178703-40792.jpg,226,607,398,674,588,588,762,665
30,042/0/2022-10-12 13:05:25.289563-1516.jpg,222,517,454,612,650,530,846,631
31,042/0/2022-10-12 13:06:59.654776-16572.jpg,243,543,469,634,652,554,844,657
32,042/0/2022-10-12 13:06:42.076818-13768.jpg,245,543,440,629,658,554,847,654
33,042/0/2022-10-12 13:07:00.879966-16768.jpg,260,556,455,637,654,560,855,652
34,042/0/2022-10-12 13:06:14.319437-9336.jpg,230,525,450,623,644,552,840,645
35,042/0/2022-10-12 13:05:31.866184-2568.jpg,253,540,454,628,663,550,833,651
36,042/0/2022-10-12 13:05:18.038574-356.jpg,226,520,424,613,625,528,821,630
37,042/0/2022-10-12 13:05:16.897903-172.jpg,245,517,441,609,632,532,845,639
38,042/0/2022-10-12 13:05:22.964742-1144.jpg,242,536,436,618,663,553,844,635
39,042/0/2022-10-12 13:05:22.115668-1008.jpg,239,534,435,611,645,543,835,640
40,042/0/2022-10-12 13:05:18.988483-508.jpg,220,527,435,604,630,538,827,632
41,042/0/2022-10-12 13:05:27.793370-1916.jpg,244,534,445,611,654,547,842,637
42,042/0/2022-10-12 13:05:37.241917-3428.jpg,242,554,446,619,648,551,840,637
43,042/0/2022-10-12 13:05:58.707839-6852.jpg,242,555,444,618,658,553,839,642
44,042/0/2022-10-12 13:06:23.955088-10876.jpg,261,555,452,634,645,552,830,646
45,042/0/2022-10-12 13:07:35.022583-22204.jpg,249,566,447,647,653,570,864,660
46,042/0/2022-10-12 13:07:12.105545-18540.jpg,260,559,462,632,654,569,854,660
47,042/0/2022-10-12 13:08:35.458592-31800.jpg,268,579,461,655,668,592,850,672
48,042/0/2022-10-12 13:07:03.104915-17124.jpg,256,559,457,634,656,567,830,649
49,042/0/2022-10-12 13:07:01.911999-16932.jpg,269,548,469,627,656,561,842,655
50,042/0/2022-10-12 13:09:24.971207-39512.jpg,286,581,469,659,665,594,847,680
51,042/0/2022-10-12 13:08:17.529772-28972.jpg,268,568,448,647,658,570,851,673
