,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,213/1/2022-11-07 11:09:43.893478-0.jpg,216,406,422,528,663,420,887,520
1,213/1/2022-11-07 11:09:52.648266-1408.jpg,202,473,443,571,655,464,892,566
2,213/1/2022-11-07 11:09:43.945308-8.jpg,218,407,447,535,664,422,892,510
3,213/1/2022-11-07 11:11:36.098817-17904.jpg,201,412,410,533,641,430,864,523
4,213/1/2022-11-07 11:10:55.298072-11424.jpg,207,431,433,543,673,436,874,519
5,213/1/2022-11-07 11:09:44.022251-28.jpg,220,429,445,552,662,447,889,530
6,213/1/2022-11-07 11:10:57.664919-11796.jpg,208,441,431,552,646,442,867,533
7,213/1/2022-11-07 11:09:45.872226-324.jpg,215,453,463,568,669,467,895,568
8,213/1/2022-11-07 11:10:46.838805-10072.jpg,208,450,444,557,648,449,881,538
9,213/1/2022-11-07 11:10:57.315930-11740.jpg,210,479,440,565,659,480,905,561
10,213/1/2022-11-07 11:10:59.615332-12108.jpg,211,465,439,571,647,468,889,565
11,213/1/2022-11-07 11:10:56.689841-11640.jpg,200,441,433,550,640,442,893,529
12,213/1/2022-11-07 11:09:44.347763-80.jpg,216,429,455,547,662,449,904,545
13,213/1/2022-11-07 11:09:58.849511-2400.jpg,209,458,428,564,646,468,892,563
14,213/1/2022-11-07 11:12:11.014135-23456.jpg,208,427,453,558,664,432,900,548
15,213/1/2022-11-07 11:11:06.016270-13132.jpg,192,426,431,558,634,433,889,529
16,213/1/2022-11-07 11:10:39.664110-8924.jpg,218,427,456,548,672,441,889,527
17,213/1/2022-11-07 11:09:47.073403-516.jpg,218,436,459,555,648,460,867,540
18,213/1/2022-11-07 11:12:39.227729-27944.jpg,198,419,453,543,659,436,892,511
