,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,015/0/2022-09-29 14:18:31.292154-25948.jpg,228,459,476,585,623,430,859,551
1,015/0/2022-09-29 14:20:04.600088-40540.jpg,1,1,1,1,1,1,1,1
2,015/0/2022-09-29 14:20:03.619031-40384.jpg,246,471,463,584,624,450,840,543
3,015/0/2022-09-29 14:20:03.919054-40432.jpg,266,517,471,602,637,478,815,577
4,015/0/2022-09-29 14:18:39.725665-27256.jpg,221,453,463,573,656,439,860,550
5,015/0/2022-09-29 14:20:02.944005-40276.jpg,228,485,486,575,653,459,866,554
6,015/0/2022-09-29 14:20:02.793960-40252.jpg,227,475,460,576,646,445,856,554
7,015/0/2022-09-29 14:15:45.661452-8.jpg,214,462,438,570,639,436,845,531
8,015/0/2022-09-29 14:20:03.518987-40368.jpg,234,478,455,573,644,437,830,549
9,015/0/2022-09-29 14:20:03.768963-40408.jpg,259,502,453,592,633,466,824,566
10,015/0/2022-09-29 14:20:03.669226-40392.jpg,238,487,453,585,640,448,822,562
11,015/0/2022-09-29 14:20:03.469053-40360.jpg,242,479,465,575,639,438,838,545
12,015/0/2022-09-29 14:17:51.517075-19752.jpg,233,456,457,574,654,418,866,546
13,015/0/2022-09-29 14:20:03.094107-40300.jpg,234,473,465,587,644,429,843,551
14,015/0/2022-09-29 14:20:04.094246-40460.jpg,298,556,474,634,641,528,816,615
15,015/0/2022-09-29 14:20:04.344180-40500.jpg,302,606,488,680,628,591,807,661
16,015/0/2022-09-29 14:17:24.056351-15472.jpg,211,451,458,584,637,430,867,552
17,015/0/2022-09-29 14:20:03.219229-40320.jpg,232,465,465,575,632,442,841,550
18,015/0/2022-09-29 14:15:53.386628-1252.jpg,209,459,454,568,641,440,854,537
19,015/0/2022-09-29 14:20:04.194169-40476.jpg,292,578,482,666,638,543,820,637
20,015/0/2022-09-29 14:20:04.644153-40548.jpg,1,1,1,1,1,1,1,1
21,015/0/2022-09-29 14:20:03.994103-40444.jpg,254,518,469,611,630,499,815,585
22,015/0/2022-09-29 14:20:04.494237-40524.jpg,1,1,1,1,1,1,1,1
23,015/0/2022-09-29 14:20:02.618964-40224.jpg,225,487,474,585,645,460,861,561
24,015/0/2022-09-29 14:20:03.719041-40400.jpg,253,485,455,591,617,455,821,562
25,015/0/2022-09-29 14:20:02.418906-40192.jpg,223,478,458,585,619,446,853,569
26,015/0/2022-09-29 14:15:46.834881-204.jpg,216,461,437,574,624,436,852,541
27,015/0/2022-09-29 14:20:03.568900-40376.jpg,250,490,463,565,631,458,832,552
28,015/0/2022-09-29 14:20:03.369183-40344.jpg,233,472,448,570,648,432,832,539
29,015/0/2022-09-29 14:18:12.623283-23036.jpg,1,1,1,1,1,1,1,1
30,015/0/2022-09-29 14:20:04.999234-40604.jpg,1,1,1,1,1,1,1,1
31,015/0/2022-09-29 14:20:03.847632-40420.jpg,249,508,466,604,637,469,824,572
32,015/0/2022-09-29 14:17:18.800080-14652.jpg,223,476,454,585,628,431,848,556
33,015/0/2022-09-29 14:16:12.968355-4384.jpg,208,471,450,593,636,430,860,551
34,015/0/2022-09-29 14:18:55.358689-29716.jpg,220,472,462,596,650,441,862,566
35,015/0/2022-09-29 14:17:21.456186-15056.jpg,237,482,463,597,659,445,858,556
36,015/0/2022-09-29 14:19:59.295893-39684.jpg,210,470,460,578,620,441,860,565
37,015/0/2022-09-29 14:18:47.160945-28412.jpg,226,463,480,586,656,415,857,553
38,015/0/2022-09-29 14:17:32.923861-16852.jpg,219,480,465,589,647,432,853,562
39,015/0/2022-09-29 14:17:44.635983-18700.jpg,227,472,457,577,647,432,862,547
40,015/0/2022-09-29 14:15:51.036369-876.jpg,224,467,443,574,642,426,856,539
41,015/0/2022-09-29 14:18:45.812506-28216.jpg,221,485,467,589,640,452,853,556
42,015/0/2022-09-29 14:16:27.285719-6628.jpg,227,471,461,583,640,439,850,545
43,015/0/2022-09-29 14:19:08.047847-31696.jpg,230,484,452,594,656,454,849,551
44,015/0/2022-09-29 14:16:54.596322-10896.jpg,219,486,464,581,657,450,846,547
