,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,036/3/2022-10-10 14:33:00.091993-27508.jpg,178,393,383,503,659,416,863,550
1,036/3/2022-10-10 14:32:06.406982-19036.jpg,180,404,385,512,663,424,869,552
2,036/3/2022-10-10 14:32:14.083346-20260.jpg,149,399,361,525,635,430,859,538
3,036/3/2022-10-10 14:30:42.306417-5600.jpg,139,391,369,512,637,407,845,540
4,036/3/2022-10-10 14:32:11.058853-19776.jpg,170,410,381,531,651,421,862,560
5,036/3/2022-10-10 14:32:07.951041-19280.jpg,183,412,418,521,667,438,887,564
6,036/3/2022-10-10 14:30:39.405723-5136.jpg,146,417,361,519,649,418,839,539
7,036/3/2022-10-10 14:31:43.109744-15316.jpg,172,408,396,509,656,416,859,543
8,036/3/2022-10-10 14:31:40.634315-14920.jpg,164,396,381,492,654,403,853,533
9,036/3/2022-10-10 14:31:33.783270-13824.jpg,176,424,400,519,647,442,881,564
10,036/3/2022-10-10 14:31:43.884979-15440.jpg,180,415,402,518,655,421,871,550
11,036/3/2022-10-10 14:31:43.034627-15304.jpg,177,411,394,507,663,424,858,537
12,036/3/2022-10-10 14:30:22.478213-2428.jpg,174,401,361,492,654,430,863,544
13,036/3/2022-10-10 14:30:53.795559-7436.jpg,164,420,373,501,653,429,840,538
14,036/3/2022-10-10 14:30:22.053311-2360.jpg,161,410,363,501,650,428,852,540
15,036/3/2022-10-10 14:31:29.235675-13096.jpg,166,415,372,500,656,435,873,538
16,036/3/2022-10-10 14:32:49.939028-25904.jpg,178,405,389,492,669,433,863,548
17,036/3/2022-10-10 14:32:09.683205-19556.jpg,178,427,396,506,676,453,870,549
18,036/3/2022-10-10 14:31:48.835772-16232.jpg,184,413,399,503,650,424,869,536
19,036/3/2022-10-10 14:32:06.957140-19124.jpg,195,399,414,487,673,423,876,542
20,036/3/2022-10-10 14:32:49.088795-25768.jpg,177,413,394,514,667,435,859,550
21,036/3/2022-10-10 14:32:47.070933-25444.jpg,181,411,401,509,675,445,870,552
22,036/3/2022-10-10 14:33:15.230475-29908.jpg,154,416,367,503,649,451,849,550
23,036/3/2022-10-10 14:32:02.339604-18384.jpg,176,418,388,513,660,435,855,551
24,036/3/2022-10-10 14:31:40.511685-14900.jpg,169,412,360,507,643,430,846,539
25,036/3/2022-10-10 14:30:36.586376-4684.jpg,156,417,361,507,644,428,855,553
26,036/3/2022-10-10 14:32:14.311473-20296.jpg,178,427,372,523,620,445,849,547
27,036/3/2022-10-10 14:30:53.545685-7396.jpg,170,407,384,505,665,436,854,550
28,036/3/2022-10-10 14:31:16.155296-11004.jpg,168,408,370,516,665,433,856,536
29,036/3/2022-10-10 14:32:03.656764-18596.jpg,186,424,404,514,661,459,884,561
30,036/3/2022-10-10 14:32:21.397051-21420.jpg,175,426,383,531,659,446,870,561
31,036/3/2022-10-10 14:32:22.178311-21536.jpg,169,400,391,511,665,422,861,544
32,036/3/2022-10-10 14:33:16.961946-30176.jpg,161,395,389,513,661,431,857,540
33,036/3/2022-10-10 14:30:56.961671-7940.jpg,144,392,365,512,633,420,843,539
34,036/3/2022-10-10 14:32:31.036030-22948.jpg,182,408,381,503,662,438,870,544
35,036/3/2022-10-10 14:33:32.433061-32600.jpg,168,407,374,512,637,426,850,543
36,036/3/2022-10-10 14:33:13.916182-29708.jpg,183,402,380,515,658,445,852,549
37,036/3/2022-10-10 14:30:23.235143-2548.jpg,169,400,364,497,657,426,854,543
38,036/3/2022-10-10 14:30:29.279326-3516.jpg,162,415,370,502,668,436,861,541
39,036/3/2022-10-10 14:31:58.130744-17712.jpg,182,401,375,494,665,423,861,537
40,036/3/2022-10-10 14:33:36.546231-33256.jpg,178,408,384,499,652,426,858,533
41,036/3/2022-10-10 14:33:32.185236-32560.jpg,160,405,371,511,644,437,841,542
42,036/3/2022-10-10 14:32:53.883982-26528.jpg,184,412,382,508,652,443,863,553
43,036/3/2022-10-10 14:32:14.858511-20384.jpg,161,406,367,512,650,435,841,536
44,036/3/2022-10-10 14:31:41.234784-15016.jpg,171,413,369,502,658,439,857,534
45,036/3/2022-10-10 14:30:28.579284-3404.jpg,177,421,361,504,651,457,857,553
46,036/3/2022-10-10 14:32:32.536153-23188.jpg,181,413,391,506,674,446,861,553
47,036/3/2022-10-10 14:30:37.955557-4904.jpg,158,418,359,514,647,434,848,543
48,036/3/2022-10-10 14:30:39.480862-5148.jpg,153,413,349,508,631,431,848,541
49,036/3/2022-10-10 14:32:49.391863-25816.jpg,180,401,375,509,660,443,853,546
