,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,013/2/2022-09-29 11:40:02.903018-16632.jpg,138,380,362,467,631,384,846,502
1,013/2/2022-09-29 11:41:58.390990-35048.jpg,164,378,399,467,663,398,867,510
2,013/2/2022-09-29 11:41:59.215819-35180.jpg,174,361,419,462,682,401,883,500
3,013/2/2022-09-29 11:41:29.210436-30380.jpg,173,361,385,463,679,379,874,498
4,013/2/2022-09-29 11:41:59.618803-35244.jpg,159,390,370,489,656,406,860,516
5,013/2/2022-09-29 11:38:34.939287-2580.jpg,164,412,352,499,649,418,865,512
6,013/2/2022-09-29 11:38:43.616892-3968.jpg,144,412,400,493,632,411,872,525
7,013/2/2022-09-29 11:41:00.793529-25868.jpg,155,386,393,480,666,399,872,520
8,013/2/2022-09-29 11:40:03.403249-16712.jpg,158,396,378,490,641,402,864,507
9,013/2/2022-09-29 11:42:01.468000-35540.jpg,196,365,392,462,695,397,887,532
10,013/2/2022-09-29 11:42:03.340843-35840.jpg,194,367,390,467,688,398,876,505
11,013/2/2022-09-29 11:41:59.166301-35172.jpg,178,356,389,461,673,390,867,503
12,013/2/2022-09-29 11:41:48.293679-33432.jpg,159,370,413,485,660,376,869,500
13,013/2/2022-09-29 11:39:11.870008-8488.jpg,142,405,412,509,637,397,862,525
14,013/2/2022-09-29 11:41:56.589713-34760.jpg,175,370,399,473,681,383,875,510
15,013/2/2022-09-29 11:42:00.665918-35412.jpg,169,363,412,476,674,389,863,508
16,013/2/2022-09-29 11:41:58.816036-35116.jpg,165,353,407,477,669,376,869,492
17,013/2/2022-09-29 11:40:39.637129-22492.jpg,146,378,376,474,654,391,852,494
18,013/2/2022-09-29 11:41:59.017329-35148.jpg,172,364,397,453,677,386,866,502
19,013/2/2022-09-29 11:38:36.868630-2888.jpg,135,399,374,489,658,390,854,501
20,013/2/2022-09-29 11:41:35.261539-31348.jpg,175,381,424,474,693,402,861,509
21,013/2/2022-09-29 11:39:03.644205-7172.jpg,149,400,399,511,648,406,876,516
22,013/2/2022-09-29 11:40:44.836851-23324.jpg,134,395,386,493,657,405,868,526
23,013/2/2022-09-29 11:42:01.868260-35604.jpg,165,388,419,484,684,414,878,526
24,013/2/2022-09-29 11:38:37.189482-2940.jpg,143,388,393,495,646,387,853,505
25,013/2/2022-09-29 11:39:57.731129-15804.jpg,147,371,400,474,665,381,861,494
26,013/2/2022-09-29 11:42:32.783130-40528.jpg,184,372,431,467,681,390,885,505
27,013/2/2022-09-29 11:41:39.453718-32012.jpg,181,403,408,477,676,410,874,519
28,013/2/2022-09-29 11:41:58.584543-35076.jpg,161,388,366,469,666,406,860,511
29,013/2/2022-09-29 11:42:01.290615-35512.jpg,185,400,415,492,673,412,891,544
30,013/2/2022-09-29 11:41:31.710926-30780.jpg,170,364,406,470,685,388,872,502
31,013/2/2022-09-29 11:40:47.389915-23732.jpg,165,363,407,461,656,372,867,488
32,013/2/2022-09-29 11:38:36.439533-2820.jpg,146,403,384,481,628,392,846,497
33,013/2/2022-09-29 11:38:18.913338-8.jpg,1,1,1,1,1,1,1,1
34,013/2/2022-09-29 11:39:59.187210-16032.jpg,176,382,358,483,666,406,855,503
35,013/2/2022-09-29 11:39:21.973459-10104.jpg,161,390,360,483,659,406,851,506
36,013/2/2022-09-29 11:41:58.172007-35008.jpg,186,369,416,465,689,392,865,504
37,013/2/2022-09-29 11:41:59.740418-35264.jpg,161,389,381,483,675,399,868,522
38,013/2/2022-09-29 11:38:34.789343-2556.jpg,157,415,340,504,652,424,856,520
39,013/2/2022-09-29 11:41:09.416525-27232.jpg,164,366,389,484,677,389,871,512
40,013/2/2022-09-29 11:42:02.890842-35768.jpg,200,370,392,465,698,404,884,518
41,013/2/2022-09-29 11:38:35.114485-2608.jpg,159,394,364,483,662,402,863,504
42,013/2/2022-09-29 11:42:04.164984-35968.jpg,198,358,394,457,694,388,880,505
43,013/2/2022-09-29 11:39:39.474384-12904.jpg,174,371,402,477,683,390,818,497
44,013/2/2022-09-29 11:40:52.635879-24572.jpg,160,368,409,474,669,387,872,508
45,013/2/2022-09-29 11:42:24.663288-39228.jpg,181,360,403,470,684,394,875,507
46,013/2/2022-09-29 11:40:43.737968-23148.jpg,167,383,382,477,678,393,861,506
47,013/2/2022-09-29 11:42:22.110480-38820.jpg,185,368,397,462,681,392,869,516
48,013/2/2022-09-29 11:41:47.613327-33324.jpg,186,364,383,463,683,391,860,497
49,013/2/2022-09-29 11:39:11.047188-8356.jpg,163,377,393,464,661,378,856,491
