,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,210/2/2022-10-31 14:24:29.610166-20048.jpg,118,481,340,579,582,460,806,554
1,210/2/2022-10-31 14:26:38.801065-40688.jpg,136,485,363,569,605,454,820,540
2,210/2/2022-10-31 14:25:32.892246-30148.jpg,145,456,363,549,622,437,852,540
3,210/2/2022-10-31 14:23:16.745886-8412.jpg,154,471,362,567,615,456,823,555
4,210/2/2022-10-31 14:23:53.646945-14308.jpg,150,473,381,577,629,467,845,552
5,210/2/2022-10-31 14:23:25.508359-9812.jpg,138,483,368,570,616,471,843,568
6,210/2/2022-10-31 14:24:37.310165-21280.jpg,154,478,368,560,626,459,846,556
7,210/2/2022-10-31 14:25:11.677703-26772.jpg,103,453,325,563,586,432,810,546
8,210/2/2022-10-31 14:22:43.489315-3092.jpg,127,468,360,576,598,456,827,551
9,210/2/2022-10-31 14:23:21.147327-9116.jpg,133,475,372,575,620,471,843,567
10,210/2/2022-10-31 14:23:05.042380-6540.jpg,142,479,352,578,607,472,835,563
11,210/2/2022-10-31 14:26:36.901697-40384.jpg,87,489,331,593,559,466,806,564
12,210/2/2022-10-31 14:25:42.167693-31632.jpg,146,459,332,557,600,445,836,552
13,210/2/2022-10-31 14:23:53.062550-14216.jpg,151,472,377,568,621,453,844,555
14,210/2/2022-10-31 14:26:39.201220-40752.jpg,143,465,370,567,602,445,852,538
15,210/2/2022-10-31 14:22:24.544168-60.jpg,145,491,348,584,624,477,826,572
16,210/2/2022-10-31 14:23:18.953245-8764.jpg,140,479,364,572,616,464,827,556
17,210/2/2022-10-31 14:24:29.314298-20000.jpg,129,474,348,565,592,471,818,551
18,210/2/2022-10-31 14:22:46.889798-3636.jpg,134,477,359,561,609,464,830,547
19,210/2/2022-10-31 14:25:11.277229-26708.jpg,128,447,328,559,601,443,835,529
20,210/2/2022-10-31 14:24:37.165086-21256.jpg,157,463,382,561,610,442,858,547
21,210/2/2022-10-31 14:25:20.072423-28112.jpg,126,488,354,571,594,463,834,566
22,210/2/2022-10-31 14:22:41.913692-2840.jpg,144,477,355,571,588,464,828,557
23,210/2/2022-10-31 14:26:33.478692-39836.jpg,121,478,329,572,594,456,820,546
24,210/2/2022-10-31 14:26:24.623805-38420.jpg,125,481,342,565,588,449,812,537
25,210/2/2022-10-31 14:26:38.751166-40680.jpg,133,497,359,571,590,470,844,550
26,210/2/2022-10-31 14:23:45.614335-13024.jpg,150,462,379,568,618,438,827,546
27,210/2/2022-10-31 14:22:32.115320-1272.jpg,127,488,369,582,605,477,836,582
28,210/2/2022-10-31 14:22:37.640590-2156.jpg,1,1,1,1,1,1,1,1
29,210/2/2022-10-31 14:26:38.403465-40624.jpg,115,493,340,579,587,457,812,561
30,210/2/2022-10-31 14:23:45.911384-13072.jpg,140,498,354,569,618,476,857,564
31,210/2/2022-10-31 14:22:46.267581-3536.jpg,120,473,353,557,612,455,821,562
32,210/2/2022-10-31 14:24:44.336747-22404.jpg,135,485,368,584,606,468,835,567
33,210/2/2022-10-31 14:24:48.790468-23116.jpg,155,474,373,579,624,470,846,567
34,210/2/2022-10-31 14:25:29.303292-29576.jpg,139,489,369,568,614,470,833,550
35,210/2/2022-10-31 14:25:43.824829-31896.jpg,141,461,356,551,595,448,845,532
