,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,211/0/2022-11-01 10:02:29.413599-14811.jpg,142,420,381,528,642,457,847,571
1,211/0/2022-11-01 10:04:44.721611-36343.jpg,145,417,385,527,642,470,861,580
2,211/0/2022-11-01 10:01:56.218604-9515.jpg,135,404,369,528,639,460,853,572
3,211/0/2022-11-01 10:04:34.553178-34716.jpg,137,412,382,522,649,457,849,577
4,211/0/2022-11-01 10:03:26.090153-23825.jpg,112,422,380,538,621,478,852,585
5,211/0/2022-11-01 10:01:33.766436-5931.jpg,119,397,383,532,622,442,856,562
6,211/0/2022-11-01 10:01:34.622714-6068.jpg,124,413,371,510,627,454,852,572
7,211/0/2022-11-01 10:03:23.548450-23414.jpg,127,393,385,525,611,456,852,565
8,211/0/2022-11-01 10:02:16.748412-12785.jpg,130,412,367,520,633,459,842,560
9,211/0/2022-11-01 10:01:55.163919-9353.jpg,130,404,363,518,611,450,843,557
10,211/0/2022-11-01 10:03:11.363296-21471.jpg,142,403,381,522,627,453,848,571
11,211/0/2022-11-01 10:04:44.602994-36324.jpg,145,431,380,526,635,463,874,578
12,211/0/2022-11-01 10:01:50.854352-8663.jpg,122,414,369,530,621,461,860,571
13,211/0/2022-11-01 10:04:40.011278-35589.jpg,150,420,392,532,637,461,855,579
14,211/0/2022-11-01 10:05:02.186956-39100.jpg,155,422,393,524,636,470,851,579
15,211/0/2022-11-01 10:03:28.166031-24157.jpg,120,423,368,523,625,462,846,574
16,211/0/2022-11-01 10:03:50.197127-27678.jpg,142,391,364,505,641,447,852,562
17,211/0/2022-11-01 10:02:31.875605-15205.jpg,133,407,382,525,632,458,843,566
18,211/0/2022-11-01 10:01:23.219657-4243.jpg,103,419,364,512,619,457,844,561
19,211/0/2022-11-01 10:01:33.428955-5877.jpg,132,404,369,531,620,444,833,564
20,211/0/2022-11-01 10:03:06.084289-20627.jpg,125,403,374,515,630,450,847,562
21,211/0/2022-11-01 10:04:50.353888-37234.jpg,139,429,396,533,643,473,864,583
22,211/0/2022-11-01 10:04:44.804801-36356.jpg,146,405,391,531,651,464,864,581
23,211/0/2022-11-01 10:01:50.644338-8630.jpg,136,422,361,535,622,479,856,580
24,211/0/2022-11-01 10:03:58.464315-28997.jpg,132,413,380,519,629,452,845,568
25,211/0/2022-11-01 10:01:22.364921-4107.jpg,129,416,370,525,627,462,848,569
26,211/0/2022-11-01 10:04:44.763027-36349.jpg,127,415,393,535,636,458,860,578
27,211/0/2022-11-01 10:03:21.669391-23118.jpg,137,415,383,529,616,456,848,562
28,211/0/2022-11-01 10:04:37.999918-35267.jpg,140,417,396,523,646,459,867,579
29,211/0/2022-11-01 10:01:26.433969-4758.jpg,120,405,363,510,621,464,862,566
30,211/0/2022-11-01 10:03:03.255372-20187.jpg,130,404,374,514,631,438,877,558
31,211/0/2022-11-01 10:01:46.906849-8031.jpg,123,406,386,520,613,462,837,553
32,211/0/2022-11-01 10:02:27.557821-14510.jpg,131,406,374,508,622,450,857,561
33,211/0/2022-11-01 10:02:22.512493-13707.jpg,127,410,387,520,620,450,851,564
34,211/0/2022-11-01 10:02:53.217098-18584.jpg,121,412,372,516,639,460,855,571
35,211/0/2022-11-01 10:03:05.003178-20454.jpg,124,402,371,516,628,450,858,561
36,211/0/2022-11-01 10:05:08.871841-40167.jpg,146,417,397,526,630,470,855,571
37,211/0/2022-11-01 10:02:23.739602-13903.jpg,128,416,383,515,631,459,855,563
38,211/0/2022-11-01 10:02:13.300217-12248.jpg,119,409,366,512,631,453,841,554
39,211/0/2022-11-01 10:00:56.926292-37.jpg,109,401,370,520,613,459,856,555
40,211/0/2022-11-01 10:04:35.411872-34852.jpg,131,435,384,538,630,478,852,576
41,211/0/2022-11-01 10:02:46.413210-17518.jpg,134,414,385,518,630,452,848,564
42,211/0/2022-11-01 10:04:14.501489-31556.jpg,131,429,383,519,635,468,848,575
43,211/0/2022-11-01 10:03:47.440308-27229.jpg,146,398,372,523,631,453,854,569
44,211/0/2022-11-01 10:01:21.596411-3984.jpg,132,402,359,521,630,455,848,566
45,211/0/2022-11-01 10:03:09.145339-21117.jpg,135,415,376,519,624,459,840,573
46,211/0/2022-11-01 10:03:55.951329-28595.jpg,124,436,390,523,611,479,860,580
47,211/0/2022-11-01 10:02:55.735991-18986.jpg,120,411,386,519,630,462,849,570
48,211/0/2022-11-01 10:03:29.920475-24430.jpg,138,403,380,523,633,458,846,566
49,211/0/2022-11-01 10:04:52.997756-37657.jpg,146,430,385,536,634,467,864,582
