,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,003/1/2022-09-27 13:16:32.985971-14889.jpg,105,454,332,539,680,461,889,541
1,003/1/2022-09-27 13:15:03.278483-538.jpg,122,431,368,534,675,430,898,520
2,003/1/2022-09-27 13:15:01.595770-269.jpg,112,434,368,521,664,423,908,529
3,003/1/2022-09-27 13:17:54.110834-27867.jpg,103,411,339,535,651,413,894,532
4,003/1/2022-09-27 13:16:33.206488-14923.jpg,116,442,341,540,666,449,886,536
5,003/1/2022-09-27 13:14:59.987725-3.jpg,113,438,376,533,665,433,902,528
6,003/1/2022-09-27 13:15:31.522612-5055.jpg,85,436,358,524,644,434,897,526
7,003/1/2022-09-27 13:15:39.472892-6328.jpg,101,443,357,533,658,440,903,543
8,003/1/2022-09-27 13:15:05.103825-830.jpg,98,437,374,518,665,423,899,531
9,003/1/2022-09-27 13:18:12.926372-30877.jpg,90,450,355,549,675,460,913,557
10,003/1/2022-09-27 13:15:32.357815-5190.jpg,97,465,325,542,623,482,888,553
11,003/1/2022-09-27 13:17:16.361442-21828.jpg,113,464,367,543,658,461,914,551
12,003/1/2022-09-27 13:17:24.399508-23114.jpg,116,443,370,529,650,445,869,556
13,003/1/2022-09-27 13:15:22.158309-3558.jpg,102,423,355,532,648,434,909,543
14,003/1/2022-09-27 13:16:47.812412-17261.jpg,113,452,373,538,633,430,907,535
15,003/1/2022-09-27 13:16:21.510684-13053.jpg,117,444,352,536,679,448,918,542
