,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,022/3/2022-10-05 14:22:40.341785-24444.jpg,327,422,550,482,775,430,957,506
1,022/3/2022-10-05 14:23:09.546666-29088.jpg,294,415,534,496,732,421,950,504
2,022/3/2022-10-05 14:20:23.547981-2640.jpg,330,370,566,448,766,369,959,453
3,022/3/2022-10-05 14:23:37.296512-33520.jpg,280,414,532,489,737,397,957,484
4,022/3/2022-10-05 14:21:19.524008-11584.jpg,305,393,557,486,777,394,959,486
5,022/3/2022-10-05 14:21:28.524389-13020.jpg,1,1,1,1,1,1,1,1
6,022/3/2022-10-05 14:21:44.526555-15560.jpg,304,379,563,470,791,382,958,481
7,022/3/2022-10-05 14:22:12.162492-19960.jpg,300,410,543,472,742,387,958,483
8,022/3/2022-10-05 14:21:20.879357-11800.jpg,307,377,569,476,779,387,958,481
9,022/3/2022-10-05 14:20:24.499538-2792.jpg,321,361,572,454,801,371,959,462
10,022/3/2022-10-05 14:22:26.445891-22228.jpg,310,398,575,496,781,412,959,507
11,022/3/2022-10-05 14:21:10.793285-10192.jpg,299,353,568,469,782,365,959,486
12,022/3/2022-10-05 14:22:10.212225-19648.jpg,1,1,1,1,1,1,1,1
13,022/3/2022-10-05 14:20:32.350494-4048.jpg,302,374,550,473,753,365,958,487
14,022/3/2022-10-05 14:23:07.740181-28804.jpg,283,378,510,480,734,368,957,467
15,022/3/2022-10-05 14:23:33.644064-32936.jpg,253,429,515,533,717,409,957,531
16,022/3/2022-10-05 14:23:10.296626-29208.jpg,285,393,534,496,739,379,959,485
17,022/3/2022-10-05 14:22:31.422011-23024.jpg,1,1,1,1,1,1,1,1
18,022/3/2022-10-05 14:23:35.794343-33280.jpg,266,423,515,525,735,393,957,498
19,022/3/2022-10-05 14:22:55.891086-26928.jpg,302,414,524,486,738,385,959,489
20,022/3/2022-10-05 14:21:53.566252-17000.jpg,338,379,577,465,782,383,958,491
21,022/3/2022-10-05 14:21:45.548742-15724.jpg,311,383,551,478,762,379,958,479
22,022/3/2022-10-05 14:20:23.095323-2568.jpg,288,399,566,511,766,385,958,509
23,022/3/2022-10-05 14:22:28.996349-22636.jpg,1,1,1,1,1,1,1,1
24,022/3/2022-10-05 14:20:38.451498-5024.jpg,282,394,551,486,781,391,959,486
25,022/3/2022-10-05 14:22:24.030197-21848.jpg,305,408,557,483,759,401,958,486
26,022/3/2022-10-05 14:22:07.350525-19196.jpg,335,398,577,498,792,412,959,506
27,022/3/2022-10-05 14:21:19.882445-11640.jpg,306,382,544,469,745,365,957,478
28,022/3/2022-10-05 14:23:08.540911-28932.jpg,275,400,522,489,727,372,959,475
29,022/3/2022-10-05 14:21:18.633058-11444.jpg,316,399,560,497,779,407,958,490
30,022/3/2022-10-05 14:21:48.672348-16224.jpg,309,385,565,465,778,386,959,463
31,022/3/2022-10-05 14:22:05.423984-18888.jpg,329,373,578,476,791,389,958,480
32,022/3/2022-10-05 14:20:51.043562-7036.jpg,317,380,568,469,777,377,959,478
33,022/3/2022-10-05 14:23:30.193504-32384.jpg,274,401,532,501,750,397,958,484
34,022/3/2022-10-05 14:21:36.726266-14316.jpg,341,381,586,475,793,393,958,493
35,022/3/2022-10-05 14:22:49.330909-25880.jpg,324,402,558,484,762,402,959,497
36,022/3/2022-10-05 14:21:16.528792-11108.jpg,333,379,559,469,790,390,959,486
37,022/3/2022-10-05 14:20:34.672077-4420.jpg,319,385,557,473,774,387,958,474
38,022/3/2022-10-05 14:22:03.248674-18540.jpg,313,387,557,475,790,392,958,487
39,022/3/2022-10-05 14:21:41.714026-15112.jpg,295,393,535,478,755,376,959,465
40,022/3/2022-10-05 14:21:11.140322-10248.jpg,319,379,578,462,788,391,959,479
41,022/3/2022-10-05 14:22:13.896725-20236.jpg,313,423,541,506,749,408,959,501
42,022/3/2022-10-05 14:21:19.662126-11604.jpg,317,384,545,475,768,387,959,483
43,022/3/2022-10-05 14:23:04.385066-28276.jpg,304,373,551,474,745,372,957,453
44,022/3/2022-10-05 14:20:54.874100-7648.jpg,298,370,543,471,769,376,957,468
45,022/3/2022-10-05 14:22:35.266219-23636.jpg,278,392,554,484,762,395,958,486
46,022/3/2022-10-05 14:22:16.625794-20668.jpg,331,401,580,472,778,391,958,490
47,022/3/2022-10-05 14:22:00.593721-18116.jpg,308,388,551,479,749,381,959,476
48,022/3/2022-10-05 14:21:35.250920-14080.jpg,341,386,589,482,790,389,959,489
