,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,046/0/2022-10-14 16:17:02.965414-34819.jpg,137,434,380,535,601,430,826,531
1,046/0/2022-10-14 16:16:19.036481-27812.jpg,130,420,385,524,588,415,854,524
2,046/0/2022-10-14 16:17:08.236972-35666.jpg,137,427,377,530,604,430,828,532
3,046/0/2022-10-14 16:15:00.193148-15322.jpg,161,398,402,516,612,417,865,531
4,046/0/2022-10-14 16:13:44.158682-3167.jpg,162,395,408,505,630,407,852,506
5,046/0/2022-10-14 16:13:59.188445-5572.jpg,152,407,408,504,632,411,860,507
6,046/0/2022-10-14 16:14:20.050843-8906.jpg,154,402,406,506,614,401,891,526
7,046/0/2022-10-14 16:14:35.333150-11343.jpg,139,416,403,519,618,421,860,522
8,046/0/2022-10-14 16:14:35.406609-11355.jpg,141,418,402,516,618,412,862,526
9,046/0/2022-10-14 16:13:50.024353-4106.jpg,149,402,406,511,603,407,855,526
10,046/0/2022-10-14 16:15:33.897588-20646.jpg,139,405,405,523,614,408,861,535
11,046/0/2022-10-14 16:16:35.977677-30515.jpg,138,417,388,531,596,402,849,544
12,046/0/2022-10-14 16:13:54.575064-4834.jpg,161,395,408,511,618,396,858,515
13,046/0/2022-10-14 16:15:16.210049-17820.jpg,149,410,394,517,608,415,852,526
14,046/0/2022-10-14 16:15:56.537963-24231.jpg,145,412,393,519,606,421,842,522
15,046/0/2022-10-14 16:14:28.773166-10294.jpg,169,404,411,512,625,412,859,523
16,046/0/2022-10-14 16:17:32.704310-39562.jpg,140,448,377,538,590,432,826,533
17,046/0/2022-10-14 16:14:55.296852-14540.jpg,147,391,401,505,610,395,852,516
18,046/0/2022-10-14 16:16:28.938310-29392.jpg,143,416,390,527,599,410,839,521
19,046/0/2022-10-14 16:14:56.665964-14759.jpg,155,406,396,513,610,415,861,522
20,046/0/2022-10-14 16:14:19.992929-8896.jpg,162,398,405,503,616,419,859,519
21,046/0/2022-10-14 16:15:48.564607-22981.jpg,154,424,388,521,601,422,839,529
22,046/0/2022-10-14 16:17:23.259252-38062.jpg,147,423,386,534,596,425,840,532
23,046/0/2022-10-14 16:13:35.365477-1761.jpg,150,390,415,505,615,392,873,511
24,046/0/2022-10-14 16:17:17.973006-37220.jpg,121,440,383,535,586,424,820,536
25,046/0/2022-10-14 16:15:23.144844-18929.jpg,153,399,402,515,599,409,843,531
26,046/0/2022-10-14 16:16:36.325460-30571.jpg,118,409,394,525,605,420,851,525
27,046/0/2022-10-14 16:15:27.423873-19610.jpg,144,413,410,521,600,402,846,528
28,046/0/2022-10-14 16:17:28.591474-38904.jpg,141,436,379,541,583,428,836,536
29,046/0/2022-10-14 16:15:30.112352-20032.jpg,134,412,404,525,608,415,850,533
30,046/0/2022-10-14 16:16:21.379178-28184.jpg,127,411,392,528,610,427,841,526
31,046/0/2022-10-14 16:15:58.692861-24575.jpg,138,411,401,526,588,410,841,523
32,046/0/2022-10-14 16:14:31.738410-10776.jpg,155,397,409,514,606,404,847,527
33,046/0/2022-10-14 16:16:35.281473-30404.jpg,143,424,389,522,601,413,828,526
34,046/0/2022-10-14 16:16:05.020335-25574.jpg,132,430,371,527,602,424,834,535
35,046/0/2022-10-14 16:15:08.536928-16602.jpg,156,416,394,511,606,407,857,523
36,046/0/2022-10-14 16:13:34.896625-1686.jpg,152,406,413,496,616,408,870,513
37,046/0/2022-10-14 16:16:07.316940-25936.jpg,129,416,394,519,593,419,846,534
38,046/0/2022-10-14 16:14:05.637105-6603.jpg,164,399,396,497,630,412,855,511
39,046/0/2022-10-14 16:16:56.880150-33843.jpg,139,422,376,520,590,418,829,521
40,046/0/2022-10-14 16:16:15.199022-27198.jpg,139,409,389,516,605,414,839,520
41,046/0/2022-10-14 16:17:07.680211-35577.jpg,134,430,392,524,607,428,829,535
42,046/0/2022-10-14 16:13:56.231344-5099.jpg,153,394,415,503,609,398,856,514
43,046/0/2022-10-14 16:15:49.245111-23065.jpg,144,416,405,516,594,413,847,519
44,046/0/2022-10-14 16:14:20.647571-9002.jpg,163,401,405,510,621,406,856,514
45,046/0/2022-10-14 16:15:22.726858-18862.jpg,145,404,407,513,611,412,851,527
46,046/0/2022-10-14 16:14:37.456842-11691.jpg,155,395,411,506,608,406,862,515
47,046/0/2022-10-14 16:17:20.556274-37633.jpg,130,443,372,542,590,428,828,548
48,046/0/2022-10-14 16:16:36.468948-30594.jpg,136,404,382,536,593,412,822,523
49,046/0/2022-10-14 16:14:33.656320-11083.jpg,155,405,392,505,621,411,851,523
