,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,210/0/2022-10-31 14:06:52.267260-8.jpg,1,1,1,1,1,1,1,1
1,210/0/2022-10-31 14:06:57.802536-900.jpg,192,473,427,580,669,480,895,582
2,210/0/2022-10-31 14:06:57.902363-916.jpg,196,468,423,564,671,481,901,584
3,210/0/2022-10-31 14:06:58.480212-1008.jpg,188,488,423,562,675,485,883,579
4,210/0/2022-10-31 14:06:58.282415-976.jpg,196,453,408,551,668,460,889,563
5,210/0/2022-10-31 14:06:52.679537-80.jpg,152,466,394,567,655,469,861,581
6,210/0/2022-10-31 14:08:19.407115-13912.jpg,190,481,397,573,669,490,870,585
7,210/0/2022-10-31 14:06:58.002656-932.jpg,192,466,396,560,661,476,878,573
8,210/0/2022-10-31 14:06:56.402672-676.jpg,180,469,411,565,659,478,886,591
9,210/0/2022-10-31 14:06:53.027200-136.jpg,179,473,401,565,659,471,862,585
10,210/0/2022-10-31 14:08:05.856785-11752.jpg,184,461,405,563,663,466,871,568
11,210/0/2022-10-31 14:09:07.849036-21608.jpg,194,467,411,571,670,469,865,576
