,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,202/2/2022-10-19 11:49:17.405402-3056.jpg,1,1,1,1,1,1,1,1
1,202/2/2022-10-19 11:49:57.813013-9500.jpg,202,410,376,484,619,422,815,503
2,202/2/2022-10-19 11:49:57.980530-9528.jpg,153,426,372,512,593,418,797,502
3,202/2/2022-10-19 11:49:17.205480-3024.jpg,1,1,1,1,1,1,1,1
4,202/2/2022-10-19 11:52:06.191709-29952.jpg,176,436,372,506,611,436,803,536
5,202/2/2022-10-19 11:49:20.306738-3520.jpg,213,428,378,489,640,428,825,512
6,202/2/2022-10-19 11:49:21.486720-3708.jpg,184,429,370,500,609,413,807,493
7,202/2/2022-10-19 11:49:16.580643-2924.jpg,127,450,309,515,544,422,721,485
8,202/2/2022-10-19 11:49:16.909077-2976.jpg,1,1,1,1,1,1,1,1
9,202/2/2022-10-19 11:49:16.730708-2948.jpg,1,1,1,1,1,1,1,1
10,202/2/2022-10-19 11:50:59.982506-19416.jpg,182,415,397,508,606,421,793,523
11,202/2/2022-10-19 11:49:57.730912-9488.jpg,203,401,413,496,640,424,838,521
12,202/2/2022-10-19 11:49:17.455458-3064.jpg,1,1,1,1,1,1,1,1
13,202/2/2022-10-19 11:52:06.478590-29996.jpg,178,445,357,521,590,461,789,556
14,202/2/2022-10-19 11:49:15.907923-2816.jpg,168,477,385,561,595,471,807,544
15,202/2/2022-10-19 11:50:56.915498-18928.jpg,171,432,361,516,588,433,784,530
16,202/2/2022-10-19 11:49:21.105814-3648.jpg,198,396,388,487,649,404,836,488
17,202/2/2022-10-19 11:52:07.352916-30144.jpg,158,433,370,521,571,431,763,528
18,202/2/2022-10-19 11:49:51.911632-8560.jpg,163,463,392,530,601,454,782,545
19,202/2/2022-10-19 11:49:20.731226-3588.jpg,154,398,357,466,582,392,796,491
20,202/2/2022-10-19 11:49:21.430934-3700.jpg,176,415,399,497,618,415,822,498
21,202/2/2022-10-19 11:51:32.789282-24644.jpg,148,438,351,508,578,419,754,501
22,202/2/2022-10-19 11:49:17.855505-3128.jpg,1,1,1,1,1,1,1,1
23,202/2/2022-10-19 11:49:17.108144-3008.jpg,1,1,1,1,1,1,1,1
24,202/2/2022-10-19 11:49:20.384318-3532.jpg,202,416,377,482,604,406,803,501
25,202/2/2022-10-19 11:49:19.505601-3392.jpg,1,1,1,1,1,1,1,1
26,202/2/2022-10-19 11:52:15.752128-31488.jpg,175,450,370,527,614,452,807,549
27,202/2/2022-10-19 11:49:16.682143-2940.jpg,90,473,244,557,481,417,663,491
28,202/2/2022-10-19 11:49:17.355403-3048.jpg,1,1,1,1,1,1,1,1
29,202/2/2022-10-19 11:49:21.906015-3776.jpg,145,413,360,514,584,409,784,499
30,202/2/2022-10-19 11:49:16.480549-2908.jpg,150,452,337,522,562,415,751,498
31,202/2/2022-10-19 11:49:17.230581-3028.jpg,1,1,1,1,1,1,1,1
32,202/2/2022-10-19 11:52:00.331287-29028.jpg,156,420,382,511,614,434,794,523
33,202/2/2022-10-19 11:52:54.014446-37568.jpg,160,429,347,527,576,430,767,515
34,202/2/2022-10-19 11:51:56.912781-28484.jpg,180,418,402,511,613,443,797,524
35,202/2/2022-10-19 11:49:17.181219-3020.jpg,1,1,1,1,1,1,1,1
36,202/2/2022-10-19 11:49:24.156302-4136.jpg,175,439,370,513,607,434,785,518
37,202/2/2022-10-19 11:48:58.396490-8.jpg,177,478,336,553,573,442,741,521
38,202/2/2022-10-19 11:49:16.530726-2916.jpg,137,451,312,534,559,422,744,495
39,202/2/2022-10-19 11:49:16.355212-2888.jpg,164,459,335,542,575,437,750,506
40,202/2/2022-10-19 11:49:17.509526-3072.jpg,1,1,1,1,1,1,1,1
41,202/2/2022-10-19 11:51:04.274847-20100.jpg,181,457,383,532,599,454,784,545
42,202/2/2022-10-19 11:51:00.228404-19456.jpg,192,408,420,505,634,423,805,535
43,202/2/2022-10-19 11:51:51.323743-27600.jpg,170,413,384,501,603,430,792,521
44,202/2/2022-10-19 11:51:11.124273-21192.jpg,187,451,385,530,616,458,794,552
45,202/2/2022-10-19 11:52:15.952354-31520.jpg,164,454,382,532,600,446,785,554
