,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,209/0/2022-10-31 13:02:32.952016-9133.jpg,216,461,432,572,632,488,828,600
1,209/0/2022-10-31 13:02:40.317518-10292.jpg,221,467,430,568,631,503,829,605
2,209/0/2022-10-31 13:05:06.983666-33651.jpg,215,478,439,586,632,508,840,618
3,209/0/2022-10-31 13:03:35.241196-19051.jpg,208,457,426,574,629,500,827,604
4,209/0/2022-10-31 13:04:07.420197-24164.jpg,207,474,435,586,627,513,836,621
5,209/0/2022-10-31 13:04:42.081654-29693.jpg,203,484,449,591,624,518,833,624
6,209/0/2022-10-31 13:04:29.556037-27687.jpg,211,467,435,581,640,505,826,613
7,209/0/2022-10-31 13:04:24.359599-26858.jpg,214,482,444,585,622,512,832,629
8,209/0/2022-10-31 13:04:04.245335-23655.jpg,230,467,435,584,630,501,837,615
9,209/0/2022-10-31 13:05:11.355704-34345.jpg,226,485,433,592,635,517,835,623
10,209/0/2022-10-31 13:05:02.159221-32880.jpg,220,457,442,581,633,506,850,619
11,209/0/2022-10-31 13:03:24.419534-17329.jpg,217,486,424,582,613,515,829,622
12,209/0/2022-10-31 13:05:39.184201-38787.jpg,228,480,424,584,638,511,827,623
13,209/0/2022-10-31 13:02:10.804552-5587.jpg,208,470,429,573,635,501,830,609
14,209/0/2022-10-31 13:05:35.531804-38197.jpg,212,478,427,578,640,533,834,628
15,209/0/2022-10-31 13:04:00.006013-22978.jpg,214,492,427,575,630,525,843,620
16,209/0/2022-10-31 13:01:47.576712-1875.jpg,214,458,412,561,632,489,827,592
17,209/0/2022-10-31 13:05:13.510147-34690.jpg,225,485,436,581,635,516,832,626
18,209/0/2022-10-31 13:05:25.900799-36662.jpg,218,474,441,585,630,512,832,619
19,209/0/2022-10-31 13:01:49.609989-2201.jpg,227,460,435,554,614,496,820,583
20,209/0/2022-10-31 13:01:59.063529-3713.jpg,223,469,424,551,632,506,822,600
21,209/0/2022-10-31 13:04:04.771066-23733.jpg,234,463,428,566,629,496,844,612
22,209/0/2022-10-31 13:04:56.678644-32018.jpg,230,479,430,579,649,513,822,618
23,209/0/2022-10-31 13:04:05.864150-23915.jpg,216,467,428,578,640,510,825,610
24,209/0/2022-10-31 13:02:54.991447-12623.jpg,221,464,430,575,638,500,835,603
25,209/0/2022-10-31 13:01:53.548408-2831.jpg,225,461,421,561,632,494,829,591
26,209/0/2022-10-31 13:04:53.520334-31513.jpg,213,469,434,584,641,514,840,620
27,209/0/2022-10-31 13:01:36.798784-151.jpg,232,434,428,542,637,484,840,586
28,209/0/2022-10-31 13:05:46.298247-39915.jpg,221,486,439,581,639,519,828,623
29,209/0/2022-10-31 13:04:14.372536-25276.jpg,207,467,429,573,629,511,832,610
30,209/0/2022-10-31 13:04:14.009625-25217.jpg,217,472,424,567,617,510,835,612
31,209/0/2022-10-31 13:04:35.190728-28584.jpg,213,481,427,573,635,507,831,621
32,209/0/2022-10-31 13:02:05.841188-4792.jpg,211,467,417,554,633,498,821,591
33,209/0/2022-10-31 13:04:25.666083-27067.jpg,217,480,439,577,626,515,829,614
34,209/0/2022-10-31 13:05:45.278591-39752.jpg,213,500,427,582,637,546,831,631
35,209/0/2022-10-31 13:04:26.942980-27271.jpg,224,471,440,572,640,496,833,602
36,209/0/2022-10-31 13:03:04.703256-14175.jpg,224,471,424,562,633,511,829,611
37,209/0/2022-10-31 13:04:54.142936-31612.jpg,222,464,439,571,631,509,835,616
38,209/0/2022-10-31 13:04:27.866431-27419.jpg,229,482,430,574,643,506,833,611
39,209/0/2022-10-31 13:04:09.432283-24486.jpg,227,469,440,561,637,505,831,604
40,209/0/2022-10-31 13:04:38.802434-29168.jpg,221,479,428,576,630,525,818,607
41,209/0/2022-10-31 13:03:29.619630-18157.jpg,223,466,432,562,618,502,838,607
42,209/0/2022-10-31 13:04:14.842034-25351.jpg,226,481,437,566,635,517,839,614
43,209/0/2022-10-31 13:05:48.554146-40276.jpg,223,485,434,579,627,527,836,622
44,209/0/2022-10-31 13:03:22.342664-16995.jpg,218,470,429,567,632,510,840,611
45,209/0/2022-10-31 13:05:38.069386-38608.jpg,230,486,433,588,637,525,846,620
46,209/0/2022-10-31 13:05:15.330219-34982.jpg,220,483,421,580,614,529,829,628
47,209/0/2022-10-31 13:01:45.397331-1527.jpg,208,450,412,551,625,491,828,591
48,209/0/2022-10-31 13:02:54.816013-12595.jpg,220,469,422,565,627,498,820,598
49,209/0/2022-10-31 13:05:44.778496-39672.jpg,226,491,431,577,641,531,837,618
