,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,001/2/2022-09-26 08:24:29.750143-25008.jpg,129,357,345,460,638,373,855,482
1,001/2/2022-09-26 08:23:30.150502-16224.jpg,123,368,343,494,635,386,836,496
2,001/2/2022-09-26 08:25:57.900704-37820.jpg,138,356,347,456,658,376,833,472
3,001/2/2022-09-26 08:22:43.532687-9396.jpg,117,386,339,492,639,397,825,497
4,001/2/2022-09-26 08:24:32.696060-25444.jpg,127,371,339,469,617,391,839,481
5,001/2/2022-09-26 08:23:49.016058-19004.jpg,114,374,345,487,633,381,843,482
6,001/2/2022-09-26 08:24:29.426382-24960.jpg,128,357,328,462,633,379,833,472
7,001/2/2022-09-26 08:25:44.163442-35808.jpg,129,335,353,447,641,362,851,465
8,001/2/2022-09-26 08:24:36.013063-25932.jpg,122,350,335,466,642,369,839,472
9,001/2/2022-09-26 08:22:54.521651-11000.jpg,116,388,333,498,628,399,829,487
10,001/2/2022-09-26 08:23:21.339794-14924.jpg,105,383,324,482,621,395,832,484
11,001/2/2022-09-26 08:22:20.451968-6016.jpg,121,361,328,476,618,369,835,467
12,001/2/2022-09-26 08:22:53.974705-10920.jpg,129,383,342,491,634,381,845,491
13,001/2/2022-09-26 08:23:59.555574-20556.jpg,126,378,339,485,638,398,833,488
14,001/2/2022-09-26 08:23:32.021058-16500.jpg,123,381,325,493,632,395,833,500
15,001/2/2022-09-26 08:24:31.721206-25300.jpg,103,356,326,465,619,366,825,473
16,001/2/2022-09-26 08:24:28.240754-24784.jpg,118,358,337,466,628,374,826,465
17,001/2/2022-09-26 08:22:41.589849-9112.jpg,108,399,333,499,620,409,814,491
18,001/2/2022-09-26 08:23:26.576606-15700.jpg,94,378,315,487,605,392,809,490
19,001/2/2022-09-26 08:25:06.760823-30416.jpg,118,348,336,463,642,373,843,474
20,001/2/2022-09-26 08:21:41.351953-316.jpg,117,369,331,485,627,381,844,496
21,001/2/2022-09-26 08:24:24.963557-24300.jpg,130,364,343,457,648,378,853,468
22,001/2/2022-09-26 08:25:24.976208-33052.jpg,128,345,352,456,635,360,848,466
23,001/2/2022-09-26 08:21:59.622823-2972.jpg,127,413,344,493,620,427,838,507
24,001/2/2022-09-26 08:24:22.261461-23900.jpg,118,418,339,474,639,414,845,496
25,001/2/2022-09-26 08:22:00.087325-3040.jpg,90,368,329,480,627,380,835,479
26,001/2/2022-09-26 08:25:09.033622-30744.jpg,110,344,346,468,632,355,842,471
27,001/2/2022-09-26 08:23:32.453127-16564.jpg,98,394,336,496,628,411,835,505
28,001/2/2022-09-26 08:22:20.999451-6092.jpg,95,377,333,495,619,404,830,483
29,001/2/2022-09-26 08:25:00.202545-29464.jpg,110,352,359,462,621,364,852,463
30,001/2/2022-09-26 08:21:41.270096-304.jpg,89,372,337,492,625,389,844,490
31,001/2/2022-09-26 08:25:42.418191-35560.jpg,103,355,331,451,610,380,841,475
32,001/2/2022-09-26 08:22:40.987551-9024.jpg,109,384,335,498,623,406,828,505
33,001/2/2022-09-26 08:23:27.362865-15816.jpg,97,378,330,493,625,395,824,493
34,001/2/2022-09-26 08:25:28.555678-33564.jpg,114,354,349,447,632,362,835,464
35,001/2/2022-09-26 08:23:48.411943-18916.jpg,122,362,344,477,626,379,851,475
36,001/2/2022-09-26 08:21:45.246390-880.jpg,105,378,331,487,615,397,837,491
37,001/2/2022-09-26 08:23:44.769623-18376.jpg,108,375,334,490,612,386,834,485
38,001/2/2022-09-26 08:25:05.749012-30268.jpg,120,360,352,458,639,383,847,471
39,001/2/2022-09-26 08:23:47.656421-18804.jpg,112,388,345,491,632,399,851,487
40,001/2/2022-09-26 08:21:40.803853-236.jpg,108,375,344,478,630,384,851,496
41,001/2/2022-09-26 08:22:54.248129-10960.jpg,119,385,338,490,623,391,842,494
42,001/2/2022-09-26 08:25:04.521027-30088.jpg,117,358,333,450,640,389,840,469
43,001/2/2022-09-26 08:24:22.477718-23932.jpg,116,366,346,462,652,385,853,465
44,001/2/2022-09-26 08:23:14.355166-13900.jpg,96,372,334,489,623,392,834,490
45,001/2/2022-09-26 08:24:10.095683-22108.jpg,122,361,343,466,637,374,843,476
46,001/2/2022-09-26 08:23:35.913924-17072.jpg,107,380,324,479,613,389,832,488
47,001/2/2022-09-26 08:25:12.049307-31184.jpg,115,374,339,463,642,382,832,470
48,001/2/2022-09-26 08:24:24.316328-24204.jpg,132,367,346,458,633,382,834,469
49,001/2/2022-09-26 08:24:31.476953-25264.jpg,114,363,330,462,628,374,831,474
