,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,065/1/2022-10-31 11:13:35.044901-6276.jpg,180,465,408,536,634,460,845,581
1,065/1/2022-10-31 11:13:35.435168-6340.jpg,177,450,396,540,634,451,849,573
2,065/1/2022-10-31 11:13:35.529447-6356.jpg,178,455,388,546,652,460,830,567
3,065/1/2022-10-31 11:13:35.711807-6384.jpg,172,447,397,559,629,458,839,574
4,065/1/2022-10-31 11:15:20.256559-22996.jpg,181,449,421,569,623,464,840,603
5,065/1/2022-10-31 11:12:56.021048-40.jpg,171,447,404,535,632,444,838,584
6,065/1/2022-10-31 11:13:39.377828-6976.jpg,184,459,404,559,648,466,839,589
7,065/1/2022-10-31 11:13:36.852893-6572.jpg,184,446,414,557,629,444,850,594
8,065/1/2022-10-31 11:14:41.888123-16904.jpg,196,467,419,571,648,476,852,621
9,065/1/2022-10-31 11:13:34.328959-6168.jpg,173,456,403,555,630,466,845,587
10,065/1/2022-10-31 11:16:20.609711-32580.jpg,181,483,411,572,625,486,846,611
11,065/1/2022-10-31 11:14:13.573549-12380.jpg,190,470,408,561,641,466,852,597
12,065/1/2022-10-31 11:15:14.988111-22156.jpg,212,472,436,564,654,479,853,610
13,065/1/2022-10-31 11:13:10.773423-2400.jpg,164,447,390,554,622,453,833,582
14,065/1/2022-10-31 11:14:22.346238-13784.jpg,203,465,401,567,637,473,854,599
15,065/1/2022-10-31 11:13:35.332941-6324.jpg,186,445,394,551,637,443,850,579
16,065/1/2022-10-31 11:13:16.099197-3252.jpg,182,470,397,576,630,473,836,601
17,065/1/2022-10-31 11:13:23.425318-4424.jpg,185,460,402,551,639,468,858,596
18,065/1/2022-10-31 11:15:07.781459-21028.jpg,208,469,423,567,656,476,857,599
19,065/1/2022-10-31 11:13:55.111627-9436.jpg,181,462,422,565,627,462,864,595
20,065/1/2022-10-31 11:14:48.603064-17976.jpg,195,478,434,567,646,491,844,600
21,065/1/2022-10-31 11:13:12.502006-2676.jpg,188,456,416,545,624,452,839,582
22,065/1/2022-10-31 11:15:41.498969-26368.jpg,194,473,431,563,637,472,841,606
