,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,032/2/2022-10-07 14:30:14.734982-32100.jpg,120,404,347,507,635,416,845,533
1,032/2/2022-10-07 14:27:08.618760-2376.jpg,96,426,334,522,632,442,839,545
2,032/2/2022-10-07 14:28:21.085607-13968.jpg,135,388,374,506,652,422,872,539
3,032/2/2022-10-07 14:28:28.361412-15132.jpg,109,405,380,505,642,416,882,546
4,032/2/2022-10-07 14:28:33.962798-16028.jpg,103,380,354,495,641,409,861,526
5,032/2/2022-10-07 14:30:24.353562-33632.jpg,92,391,343,493,627,397,837,518
6,032/2/2022-10-07 14:30:25.574713-33820.jpg,98,376,340,482,613,388,843,515
7,032/2/2022-10-07 14:30:52.947152-38204.jpg,93,413,324,507,620,417,825,531
8,032/2/2022-10-07 14:30:34.325204-35228.jpg,122,393,349,504,627,409,852,539
9,032/2/2022-10-07 14:30:11.755623-31624.jpg,111,390,334,502,615,397,826,518
10,032/2/2022-10-07 14:27:08.467667-2352.jpg,92,443,335,539,616,447,847,568
11,032/2/2022-10-07 14:28:20.260299-13836.jpg,118,394,361,503,642,424,862,538
12,032/2/2022-10-07 14:28:21.685574-14064.jpg,116,384,372,495,636,419,876,538
13,032/2/2022-10-07 14:28:20.460208-13868.jpg,121,391,357,494,630,412,860,529
14,032/2/2022-10-07 14:28:20.735194-13912.jpg,121,398,361,511,629,404,875,536
15,032/2/2022-10-07 14:30:13.737044-31940.jpg,93,416,332,507,624,420,847,530
16,032/2/2022-10-07 14:29:48.291817-27892.jpg,110,391,364,502,635,403,839,507
17,032/2/2022-10-07 14:30:25.735646-33848.jpg,96,387,349,486,615,385,847,505
18,032/2/2022-10-07 14:30:24.774178-33700.jpg,93,385,343,497,612,396,850,517
19,032/2/2022-10-07 14:27:04.244401-1676.jpg,92,448,356,555,624,447,834,555
20,032/2/2022-10-07 14:30:26.023989-33900.jpg,109,398,334,494,622,401,838,509
21,032/2/2022-10-07 14:27:55.129425-9816.jpg,103,371,361,472,632,388,840,490
22,032/2/2022-10-07 14:28:21.710930-14068.jpg,124,385,370,498,649,403,863,529
23,032/2/2022-10-07 14:30:34.625150-35276.jpg,114,408,343,495,624,410,841,526
24,032/2/2022-10-07 14:27:20.719954-4312.jpg,119,406,370,514,626,420,850,541
25,032/2/2022-10-07 14:30:32.974946-35012.jpg,87,409,329,508,606,415,830,535
26,032/2/2022-10-07 14:27:08.570462-2368.jpg,90,435,352,533,629,446,857,553
27,032/2/2022-10-07 14:30:25.760180-33852.jpg,110,382,349,491,606,397,824,516
28,032/2/2022-10-07 14:29:34.075544-25612.jpg,148,405,360,496,658,417,853,526
29,032/2/2022-10-07 14:27:34.236766-6472.jpg,123,383,351,488,619,425,857,520
30,032/2/2022-10-07 14:28:13.909408-12820.jpg,123,408,370,508,649,426,847,535
31,032/2/2022-10-07 14:29:55.550585-29032.jpg,103,412,370,499,644,430,839,529
32,032/2/2022-10-07 14:28:21.760299-14076.jpg,114,389,369,488,658,406,863,532
33,032/2/2022-10-07 14:29:42.685828-26996.jpg,116,418,356,517,619,428,857,546
34,032/2/2022-10-07 14:27:18.994411-4036.jpg,127,392,340,502,627,417,844,524
35,032/2/2022-10-07 14:29:10.968263-21924.jpg,121,387,348,480,621,413,834,511
36,032/2/2022-10-07 14:30:52.474861-38128.jpg,93,395,319,502,606,403,815,516
37,032/2/2022-10-07 14:27:08.769135-2400.jpg,111,409,328,509,612,427,840,537
38,032/2/2022-10-07 14:30:31.767684-34816.jpg,116,403,344,496,607,410,834,515
39,032/2/2022-10-07 14:28:21.160433-13980.jpg,134,392,361,492,651,421,856,534
40,032/2/2022-10-07 14:30:34.400561-35240.jpg,149,402,362,494,639,419,838,527
41,032/2/2022-10-07 14:30:25.492444-33808.jpg,121,380,361,478,613,395,840,513
42,032/2/2022-10-07 14:27:28.625112-5576.jpg,125,397,372,516,637,433,873,532
43,032/2/2022-10-07 14:28:07.102352-11732.jpg,110,378,358,485,638,405,862,529
44,032/2/2022-10-07 14:28:20.635636-13896.jpg,119,398,354,496,631,416,854,528
45,032/2/2022-10-07 14:30:25.647829-33832.jpg,106,389,347,474,611,398,826,487
46,032/2/2022-10-07 14:28:20.935512-13944.jpg,122,388,359,486,632,418,860,527
47,032/2/2022-10-07 14:27:08.942768-2428.jpg,99,407,361,498,621,421,841,531
