,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,048/3/2022-10-17 11:41:06.555662-23636.jpg,65,475,316,560,573,448,824,559
1,048/3/2022-10-17 11:41:37.979498-28660.jpg,85,474,342,553,593,453,841,553
2,048/3/2022-10-17 11:42:03.389418-32684.jpg,79,445,325,556,572,426,837,536
3,048/3/2022-10-17 11:41:38.029212-28668.jpg,108,466,347,557,612,449,843,559
4,048/3/2022-10-17 11:38:38.378809-0.jpg,59,358,284,455,532,346,768,439
5,048/3/2022-10-17 11:41:02.454760-22984.jpg,82,441,315,550,562,424,812,543
6,048/3/2022-10-17 11:41:38.600242-28752.jpg,88,448,331,547,583,428,820,529
7,048/3/2022-10-17 11:38:38.419427-4.jpg,88,373,283,462,536,339,738,445
8,048/3/2022-10-17 11:41:44.173818-29648.jpg,100,448,322,551,586,428,805,534
9,048/3/2022-10-17 11:39:22.801516-7048.jpg,84,448,302,556,556,440,797,547
10,048/3/2022-10-17 11:41:46.411708-29992.jpg,81,453,332,557,587,439,813,552
11,048/3/2022-10-17 11:41:38.357420-28716.jpg,104,434,340,547,605,430,816,535
12,048/3/2022-10-17 11:40:57.782077-22236.jpg,82,442,327,550,576,427,801,539
13,048/3/2022-10-17 11:41:38.195453-28692.jpg,113,442,348,538,594,417,824,531
14,048/3/2022-10-17 11:41:39.153543-28844.jpg,93,447,327,556,594,426,810,540
15,048/3/2022-10-17 11:39:44.954939-10592.jpg,69,444,309,542,568,428,805,533
16,048/3/2022-10-17 11:42:04.148144-32792.jpg,72,460,320,556,562,431,800,545
17,048/3/2022-10-17 11:39:29.103685-8056.jpg,64,455,305,560,553,438,790,540
18,048/3/2022-10-17 11:41:32.660771-27812.jpg,88,440,308,550,573,427,801,540
19,048/3/2022-10-17 11:41:31.834437-27680.jpg,85,442,305,555,567,420,793,532
20,048/3/2022-10-17 11:41:29.871968-27368.jpg,82,476,326,573,569,461,811,572
21,048/3/2022-10-17 11:41:09.949321-24180.jpg,88,460,323,561,581,438,844,569
22,048/3/2022-10-17 11:41:37.929440-28652.jpg,93,456,334,556,584,448,849,556
23,048/3/2022-10-17 11:40:27.716969-17428.jpg,71,450,306,559,578,434,791,538
24,048/3/2022-10-17 11:41:48.137007-30268.jpg,84,452,324,555,593,442,818,545
25,048/3/2022-10-17 11:41:39.823145-28952.jpg,85,448,316,544,571,437,819,545
26,048/3/2022-10-17 11:41:45.269605-29812.jpg,91,456,334,559,595,449,816,537
27,048/3/2022-10-17 11:40:57.379068-22172.jpg,71,448,319,553,554,443,786,550
28,048/3/2022-10-17 11:41:48.587271-30340.jpg,78,446,328,548,586,441,817,535
29,048/3/2022-10-17 11:40:49.177689-20860.jpg,87,455,318,549,567,441,796,530
30,048/3/2022-10-17 11:41:38.892622-28796.jpg,1,1,1,1,1,1,1,1
31,048/3/2022-10-17 11:39:15.100449-5816.jpg,51,476,301,553,541,465,798,553
32,048/3/2022-10-17 11:38:39.638572-208.jpg,69,445,313,549,565,439,785,543
33,048/3/2022-10-17 11:41:23.423631-26336.jpg,87,443,331,542,583,435,810,545
34,048/3/2022-10-17 11:41:40.373145-29040.jpg,72,456,312,543,567,430,803,523
35,048/3/2022-10-17 11:41:39.673027-28928.jpg,87,451,330,543,561,431,795,525
36,048/3/2022-10-17 11:40:52.178209-21340.jpg,74,466,331,558,565,453,801,546
37,048/3/2022-10-17 11:38:38.670867-52.jpg,77,431,311,543,572,432,777,536
38,048/3/2022-10-17 11:41:26.946302-26900.jpg,85,459,313,558,570,438,780,527
39,048/3/2022-10-17 11:41:09.346101-24084.jpg,93,452,310,549,573,431,814,539
40,048/3/2022-10-17 11:40:59.754911-22552.jpg,87,461,318,567,578,449,803,550
41,048/3/2022-10-17 11:42:03.830661-32748.jpg,96,449,315,542,567,427,803,521
42,048/3/2022-10-17 11:41:49.914238-30552.jpg,96,465,320,557,572,446,795,552
43,048/3/2022-10-17 11:41:08.943450-24020.jpg,85,465,318,550,571,452,786,541
44,048/3/2022-10-17 11:42:08.808909-33544.jpg,96,480,314,556,573,453,838,550
45,048/3/2022-10-17 11:41:36.029068-28348.jpg,97,453,319,554,574,435,795,528
46,048/3/2022-10-17 11:41:38.273336-28704.jpg,95,454,347,542,582,424,819,536
47,048/3/2022-10-17 11:40:07.552708-14204.jpg,69,461,319,554,568,439,786,541
48,048/3/2022-10-17 11:39:40.432610-9868.jpg,75,461,314,546,557,437,782,539
49,048/3/2022-10-17 11:40:06.752204-14076.jpg,84,459,310,554,583,446,796,539
