,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,032/3/2022-10-07 14:33:34.628556-11736.jpg,126,387,349,493,642,413,848,507
1,032/3/2022-10-07 14:32:35.984945-2368.jpg,103,403,346,514,617,420,828,519
2,032/3/2022-10-07 14:35:31.279250-30252.jpg,115,366,354,468,636,370,841,484
3,032/3/2022-10-07 14:33:57.028644-15280.jpg,125,407,359,516,661,430,859,556
4,032/3/2022-10-07 14:35:31.353421-30264.jpg,136,359,360,466,640,363,850,494
5,032/3/2022-10-07 14:35:25.491549-29328.jpg,113,369,341,470,640,382,842,489
6,032/3/2022-10-07 14:35:36.064727-31012.jpg,119,418,365,514,646,440,855,553
7,032/3/2022-10-07 14:35:38.138060-31348.jpg,123,399,383,502,654,415,859,531
8,032/3/2022-10-07 14:35:17.486748-28048.jpg,109,401,346,498,616,403,853,517
9,032/3/2022-10-07 14:35:37.985531-31324.jpg,120,394,348,499,633,411,853,526
10,032/3/2022-10-07 14:35:25.764686-29372.jpg,116,379,335,480,612,383,840,510
11,032/3/2022-10-07 14:35:25.739901-29368.jpg,112,357,343,474,624,387,863,503
12,032/3/2022-10-07 14:35:39.213345-31520.jpg,125,409,373,506,653,433,867,530
13,032/3/2022-10-07 14:35:25.715258-29364.jpg,110,378,336,472,623,386,850,483
14,032/3/2022-10-07 14:33:20.477833-9476.jpg,113,422,342,510,637,436,848,532
15,032/3/2022-10-07 14:35:33.831337-30660.jpg,127,391,339,483,641,406,852,509
16,032/3/2022-10-07 14:35:25.639800-29352.jpg,96,373,344,464,637,388,841,477
17,032/3/2022-10-07 14:33:34.560468-11724.jpg,132,382,364,478,632,387,834,497
18,032/3/2022-10-07 14:34:02.761304-16192.jpg,126,384,349,487,625,414,855,529
19,032/3/2022-10-07 14:35:25.465260-29324.jpg,129,370,335,455,632,391,844,481
20,032/3/2022-10-07 14:33:57.069609-15288.jpg,149,415,353,508,643,430,861,551
21,032/3/2022-10-07 14:33:50.030802-14164.jpg,112,412,329,504,633,426,842,536
22,032/3/2022-10-07 14:33:49.786098-14124.jpg,119,389,345,495,626,413,843,539
23,032/3/2022-10-07 14:35:38.285772-31372.jpg,125,412,364,524,645,431,853,532
24,032/3/2022-10-07 14:35:08.244080-26576.jpg,86,408,346,496,612,431,852,525
25,032/3/2022-10-07 14:32:28.780480-1216.jpg,112,426,354,524,645,449,859,558
26,032/3/2022-10-07 14:32:39.058979-2860.jpg,91,428,349,516,619,433,858,548
27,032/3/2022-10-07 14:32:28.405436-1156.jpg,116,418,353,532,634,449,858,553
28,032/3/2022-10-07 14:34:17.535182-18512.jpg,106,406,362,506,630,418,857,536
29,032/3/2022-10-07 14:35:33.781774-30652.jpg,111,391,348,488,616,396,868,509
30,032/3/2022-10-07 14:35:29.919454-30032.jpg,91,416,359,503,638,436,859,544
31,032/3/2022-10-07 14:35:35.447680-30912.jpg,140,409,366,507,635,418,870,527
32,032/3/2022-10-07 14:34:18.636632-18688.jpg,121,411,371,502,643,427,854,533
33,032/3/2022-10-07 14:34:55.841481-24604.jpg,90,391,330,504,599,407,834,530
34,032/3/2022-10-07 14:35:06.568733-26308.jpg,122,403,344,494,637,409,830,511
35,032/3/2022-10-07 14:35:36.966888-31160.jpg,133,428,361,516,648,442,863,551
36,032/3/2022-10-07 14:33:53.062820-14648.jpg,120,410,343,503,638,422,834,539
37,032/3/2022-10-07 14:32:33.056591-1900.jpg,112,448,341,535,638,455,845,560
38,032/3/2022-10-07 14:35:27.915471-29716.jpg,119,386,343,476,632,402,846,491
39,032/3/2022-10-07 14:33:13.496748-8356.jpg,112,414,342,504,616,433,843,532
40,032/3/2022-10-07 14:35:25.165087-29276.jpg,108,392,331,478,623,410,832,496
41,032/3/2022-10-07 14:34:02.575578-16168.jpg,118,391,368,494,634,409,852,514
42,032/3/2022-10-07 14:33:57.220806-15312.jpg,128,405,351,505,636,421,862,541
43,032/3/2022-10-07 14:34:20.432031-18972.jpg,109,403,351,515,629,423,851,542
44,032/3/2022-10-07 14:33:52.037526-14484.jpg,131,403,352,512,630,415,857,544
45,032/3/2022-10-07 14:34:57.922637-24920.jpg,106,395,344,503,630,423,847,532
46,032/3/2022-10-07 14:35:21.426695-28684.jpg,115,375,347,474,627,385,837,490
47,032/3/2022-10-07 14:34:44.517156-22812.jpg,104,399,343,510,623,409,850,525
48,032/3/2022-10-07 14:33:17.769696-9044.jpg,112,402,359,514,636,427,846,546
49,032/3/2022-10-07 14:35:38.766300-31448.jpg,108,404,356,506,635,427,864,537
