,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,001/1/2022-09-26 08:10:57.881451-18752.jpg,113,442,348,549,632,438,845,557
1,001/1/2022-09-26 08:10:30.407069-14748.jpg,113,437,344,548,625,438,833,551
2,001/1/2022-09-26 08:12:26.084482-31656.jpg,158,576,348,633,578,575,792,632
3,001/1/2022-09-26 08:10:51.736814-17852.jpg,112,420,366,547,618,438,858,550
4,001/1/2022-09-26 08:12:25.677180-31592.jpg,132,445,362,544,622,449,840,551
5,001/1/2022-09-26 08:11:17.376813-21608.jpg,95,450,342,542,596,434,836,546
6,001/1/2022-09-26 08:12:25.834689-31616.jpg,168,487,364,550,634,469,850,573
7,001/1/2022-09-26 08:10:26.422294-14168.jpg,128,416,353,527,629,425,852,538
8,001/1/2022-09-26 08:10:33.164275-15148.jpg,120,432,340,530,623,414,854,532
9,001/1/2022-09-26 08:10:33.655122-15220.jpg,119,420,364,524,630,407,854,525
10,001/1/2022-09-26 08:12:26.447959-31712.jpg,1,1,1,1,1,1,1,1
11,001/1/2022-09-26 08:11:58.310669-27572.jpg,104,435,338,528,609,435,846,533
12,001/1/2022-09-26 08:10:18.077612-12944.jpg,120,420,354,516,634,427,846,530
13,001/1/2022-09-26 08:11:33.333925-23928.jpg,116,411,352,528,631,429,841,526
14,001/1/2022-09-26 08:10:40.915292-16276.jpg,102,432,354,529,631,426,842,531
15,001/1/2022-09-26 08:08:49.285183-8.jpg,104,420,357,521,634,436,856,549
16,001/1/2022-09-26 08:10:23.974760-13808.jpg,97,420,356,528,598,435,847,524
17,001/1/2022-09-26 08:09:49.604584-8784.jpg,94,422,350,530,630,426,849,534
18,001/1/2022-09-26 08:11:05.606904-19884.jpg,115,438,365,536,618,443,845,560
19,001/1/2022-09-26 08:12:26.157903-31668.jpg,1,1,1,1,1,1,1,1
20,001/1/2022-09-26 08:11:03.995744-19648.jpg,113,429,342,536,613,426,852,526
21,001/1/2022-09-26 08:12:26.010674-31644.jpg,162,536,376,615,613,532,810,616
22,001/1/2022-09-26 08:10:49.969819-17596.jpg,132,445,349,530,633,456,832,543
23,001/1/2022-09-26 08:10:29.589412-14628.jpg,96,423,352,520,620,430,835,519
24,001/1/2022-09-26 08:10:34.615862-15356.jpg,131,421,369,529,633,420,851,533
25,001/1/2022-09-26 08:10:42.496922-16504.jpg,85,424,342,523,620,420,832,522
26,001/1/2022-09-26 08:09:46.105985-8272.jpg,120,419,348,527,645,430,852,534
27,001/1/2022-09-26 08:11:47.397642-25980.jpg,111,426,331,523,630,423,845,524
28,001/1/2022-09-26 08:10:33.928641-15260.jpg,137,425,353,520,626,448,841,533
29,001/1/2022-09-26 08:10:55.856989-18456.jpg,90,427,334,532,624,431,835,525
30,001/1/2022-09-26 08:11:32.621588-23824.jpg,113,413,349,529,626,421,845,530
31,001/1/2022-09-26 08:09:03.401654-2052.jpg,117,405,336,519,622,428,841,531
32,001/1/2022-09-26 08:08:54.579068-780.jpg,108,402,355,528,632,420,850,526
33,001/1/2022-09-26 08:09:30.929373-6064.jpg,113,405,362,522,634,415,845,539
34,001/1/2022-09-26 08:10:17.860161-12912.jpg,119,422,361,517,636,422,845,531
35,001/1/2022-09-26 08:08:50.326915-160.jpg,109,407,357,524,633,410,850,536
36,001/1/2022-09-26 08:09:32.672197-6316.jpg,110,408,360,524,625,423,851,540
37,001/1/2022-09-26 08:12:25.808512-31612.jpg,160,478,365,550,622,466,839,569
38,001/1/2022-09-26 08:10:40.204045-16172.jpg,110,414,358,525,620,418,838,531
39,001/1/2022-09-26 08:11:20.786869-22108.jpg,106,422,341,532,631,418,843,536
40,001/1/2022-09-26 08:11:05.088683-19808.jpg,102,436,336,541,630,442,841,548
41,001/1/2022-09-26 08:10:27.082072-14260.jpg,118,420,352,527,654,413,846,515
42,001/1/2022-09-26 08:11:40.653474-24996.jpg,108,404,343,536,613,419,847,529
43,001/1/2022-09-26 08:12:33.589256-32860.jpg,1,1,1,1,1,1,1,1
44,001/1/2022-09-26 08:10:59.054351-18924.jpg,120,430,355,532,638,435,850,529
45,001/1/2022-09-26 08:10:57.144662-18644.jpg,99,423,350,530,627,429,853,541
46,001/1/2022-09-26 08:10:23.811922-13784.jpg,92,424,340,524,612,434,850,524
47,001/1/2022-09-26 08:11:59.345216-27724.jpg,96,434,346,538,621,432,840,542
48,001/1/2022-09-26 08:08:55.459576-908.jpg,103,409,348,527,629,418,859,524
49,001/1/2022-09-26 08:12:11.811145-29544.jpg,104,441,345,544,615,432,841,540
