,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,030/0/2022-10-07 11:47:29.062287-21332.jpg,141,412,365,498,644,412,879,518
1,030/0/2022-10-07 11:47:31.480911-21719.jpg,130,414,354,502,652,429,869,514
2,030/0/2022-10-07 11:45:31.710226-2580.jpg,115,401,357,501,630,419,860,507
3,030/0/2022-10-07 11:45:30.553533-2396.jpg,112,403,360,495,641,400,848,506
4,030/0/2022-10-07 11:48:40.816869-32736.jpg,138,412,367,508,653,425,870,510
5,030/0/2022-10-07 11:48:57.219034-35325.jpg,150,419,362,494,665,426,880,511
6,030/0/2022-10-07 11:47:44.126910-23714.jpg,140,404,369,494,656,409,876,511
7,030/0/2022-10-07 11:48:11.475284-28068.jpg,134,413,364,493,645,421,875,516
8,030/0/2022-10-07 11:49:00.420006-35844.jpg,142,425,368,496,659,430,874,509
9,030/0/2022-10-07 11:48:39.494557-32520.jpg,157,406,370,483,658,409,868,501
10,030/0/2022-10-07 11:46:52.206058-15449.jpg,133,414,365,494,650,427,868,509
11,030/0/2022-10-07 11:46:36.172218-12885.jpg,134,409,360,488,638,422,860,502
12,030/0/2022-10-07 11:48:26.586505-30480.jpg,147,416,372,497,658,423,858,500
13,030/0/2022-10-07 11:46:42.848252-13953.jpg,141,412,356,500,641,419,873,506
14,030/0/2022-10-07 11:49:22.423303-39350.jpg,149,414,367,500,661,427,875,510
15,030/0/2022-10-07 11:47:35.015502-22257.jpg,152,418,358,500,653,422,865,507
16,030/0/2022-10-07 11:47:11.378151-18514.jpg,140,415,357,494,661,423,875,505
17,030/0/2022-10-07 11:46:56.178545-16080.jpg,147,418,355,490,655,416,867,502
18,030/0/2022-10-07 11:47:42.445305-23445.jpg,155,429,359,494,650,424,865,508
19,030/0/2022-10-07 11:49:04.367250-36473.jpg,146,421,373,500,659,436,885,529
20,030/0/2022-10-07 11:45:34.437503-3018.jpg,131,396,341,485,638,404,845,493
21,030/0/2022-10-07 11:48:19.663754-29376.jpg,150,413,358,491,645,411,852,501
22,030/0/2022-10-07 11:46:41.779660-13782.jpg,143,414,359,503,641,415,865,508
23,030/0/2022-10-07 11:49:07.148204-36918.jpg,147,423,367,504,662,425,874,516
24,030/0/2022-10-07 11:46:55.644443-15998.jpg,141,408,368,499,653,419,862,515
25,030/0/2022-10-07 11:46:57.563159-16306.jpg,149,416,370,503,652,424,863,511
26,030/0/2022-10-07 11:48:34.522111-31730.jpg,150,416,356,498,653,412,874,505
27,030/0/2022-10-07 11:49:12.061806-37704.jpg,154,426,363,507,667,426,869,510
28,030/0/2022-10-07 11:45:45.339856-4761.jpg,141,418,346,497,656,411,858,510
29,030/0/2022-10-07 11:49:22.023774-39278.jpg,127,425,368,503,649,426,864,515
30,030/0/2022-10-07 11:47:36.119266-22434.jpg,147,415,358,499,655,422,871,510
31,030/0/2022-10-07 11:47:12.760021-18735.jpg,151,415,361,501,648,420,872,508
32,030/0/2022-10-07 11:46:26.133137-11284.jpg,136,422,354,494,648,423,861,511
33,030/0/2022-10-07 11:48:57.123291-35313.jpg,146,424,354,489,659,426,874,509
34,030/0/2022-10-07 11:48:51.617524-34441.jpg,151,423,353,499,655,414,872,511
35,030/0/2022-10-07 11:47:23.155591-20387.jpg,137,410,360,498,648,415,859,504
36,030/0/2022-10-07 11:48:25.453292-30302.jpg,143,422,369,505,653,433,879,523
37,030/0/2022-10-07 11:49:10.470500-37447.jpg,145,416,360,504,647,417,878,524
38,030/0/2022-10-07 11:46:26.239400-11301.jpg,125,416,345,505,638,424,855,513
39,030/0/2022-10-07 11:46:01.129409-7288.jpg,150,414,346,494,644,419,865,508
40,030/0/2022-10-07 11:48:12.844052-28287.jpg,146,412,361,504,647,421,862,509
41,030/0/2022-10-07 11:49:00.532489-35862.jpg,147,423,368,510,650,423,863,506
42,030/0/2022-10-07 11:47:59.485370-26164.jpg,148,411,358,501,653,418,863,510
43,030/0/2022-10-07 11:45:48.296477-5235.jpg,1,1,1,1,1,1,1,1
44,030/0/2022-10-07 11:48:38.644138-32388.jpg,157,419,365,503,651,429,867,512
45,030/0/2022-10-07 11:46:12.691483-9130.jpg,145,402,353,498,647,418,859,512
46,030/0/2022-10-07 11:45:37.075650-3440.jpg,127,401,351,496,637,415,848,504
47,030/0/2022-10-07 11:48:53.725494-34774.jpg,147,411,367,504,654,419,878,513
48,030/0/2022-10-07 11:46:58.938284-16526.jpg,129,413,371,499,651,422,865,511
49,030/0/2022-10-07 11:46:32.998903-12377.jpg,139,411,364,497,651,412,852,507
