,filename,lx_top,ly_top,lx_bottom,ly_bottom,rx_top,ry_top,rx_bottom,ry_bottom
0,014/0/2022-09-29 13:23:08.433251-36725.jpg,249,467,494,573,690,431,903,552
1,014/0/2022-09-29 13:22:53.840937-34397.jpg,253,465,493,576,707,443,903,548
2,014/0/2022-09-29 13:19:44.379422-4226.jpg,197,494,405,608,606,427,830,522
3,014/0/2022-09-29 13:20:01.682203-6994.jpg,195,486,413,608,618,425,852,530
4,014/0/2022-09-29 13:21:16.225007-18835.jpg,246,480,456,600,649,440,875,545
5,014/0/2022-09-29 13:20:29.161541-11378.jpg,198,490,422,594,634,439,855,535
6,014/0/2022-09-29 13:19:52.124297-5465.jpg,191,477,420,589,624,409,836,519
7,014/0/2022-09-29 13:22:11.701782-27662.jpg,246,453,485,581,696,402,901,532
8,014/0/2022-09-29 13:21:23.963809-20055.jpg,238,491,464,590,679,457,880,551
9,014/0/2022-09-29 13:22:11.010046-27558.jpg,241,465,476,573,678,435,899,535
10,014/0/2022-09-29 13:19:19.094350-181.jpg,190,473,414,586,621,425,830,522
11,014/0/2022-09-29 13:22:49.795128-33745.jpg,258,462,497,572,690,434,912,545
12,014/0/2022-09-29 13:20:25.674041-10823.jpg,203,487,433,601,637,429,855,539
13,014/0/2022-09-29 13:21:33.431036-21554.jpg,244,468,473,589,663,434,878,540
14,014/0/2022-09-29 13:21:04.629514-17039.jpg,231,475,452,584,669,432,876,540
15,014/0/2022-09-29 13:21:00.872885-16452.jpg,215,486,442,594,652,435,868,525
16,014/0/2022-09-29 13:21:06.279634-17303.jpg,243,476,450,582,659,427,887,528
17,014/0/2022-09-29 13:21:17.959823-19112.jpg,226,463,460,573,666,431,882,533
18,014/0/2022-09-29 13:22:01.568122-26046.jpg,257,478,481,577,673,437,901,543
19,014/0/2022-09-29 13:21:41.585833-22860.jpg,253,482,462,597,670,443,885,542
20,014/0/2022-09-29 13:20:08.660960-8110.jpg,211,480,429,587,626,425,852,530
21,014/0/2022-09-29 13:19:24.542314-1053.jpg,201,477,418,586,625,417,838,523
22,014/0/2022-09-29 13:22:39.370663-32083.jpg,261,453,485,566,696,427,902,539
23,014/0/2022-09-29 13:22:41.326448-32396.jpg,254,451,474,570,683,432,887,534
24,014/0/2022-09-29 13:22:53.944285-34413.jpg,244,460,488,572,696,438,914,544
25,014/0/2022-09-29 13:19:39.835471-3500.jpg,194,484,404,596,611,430,839,528
26,014/0/2022-09-29 13:22:38.445186-31935.jpg,258,469,480,573,692,447,903,538
27,014/0/2022-09-29 13:22:48.116676-33482.jpg,263,461,494,576,690,444,916,543
28,014/0/2022-09-29 13:20:31.243108-11714.jpg,203,474,421,581,637,426,850,530
29,014/0/2022-09-29 13:23:27.702261-39806.jpg,272,474,488,572,701,446,907,537
30,014/0/2022-09-29 13:22:38.376169-31924.jpg,260,471,491,583,691,436,893,542
31,014/0/2022-09-29 13:21:44.610776-23344.jpg,238,465,464,585,662,421,885,544
32,014/0/2022-09-29 13:20:17.223665-9476.jpg,220,470,436,591,653,429,875,521
33,014/0/2022-09-29 13:20:49.135211-14571.jpg,218,459,443,566,649,403,869,524
34,014/0/2022-09-29 13:20:06.445313-7756.jpg,190,471,429,587,633,421,857,524
35,014/0/2022-09-29 13:22:33.158937-31100.jpg,254,465,490,591,681,431,906,547
36,014/0/2022-09-29 13:23:31.571580-40423.jpg,256,471,507,591,685,449,909,552
37,014/0/2022-09-29 13:19:33.867082-2545.jpg,194,488,423,592,617,433,844,535
38,014/0/2022-09-29 13:21:36.636582-22069.jpg,227,486,476,574,669,437,874,535
39,014/0/2022-09-29 13:23:13.594156-37551.jpg,248,485,498,570,699,448,906,541
40,014/0/2022-09-29 13:19:50.964876-5279.jpg,208,477,405,587,620,438,853,531
41,014/0/2022-09-29 13:20:55.850443-15643.jpg,217,477,452,589,646,425,866,538
42,014/0/2022-09-29 13:22:41.263966-32385.jpg,246,475,475,577,689,435,891,542
43,014/0/2022-09-29 13:20:00.091284-6739.jpg,200,490,408,591,625,432,847,526
44,014/0/2022-09-29 13:21:38.899998-22431.jpg,236,484,468,594,663,443,876,538
45,014/0/2022-09-29 13:22:13.027658-27880.jpg,250,458,483,575,691,428,900,540
46,014/0/2022-09-29 13:23:03.369307-35907.jpg,264,473,488,577,694,436,912,534
47,014/0/2022-09-29 13:23:32.936202-40641.jpg,258,465,488,569,690,440,896,526
48,014/0/2022-09-29 13:22:32.788041-31041.jpg,255,465,498,568,684,441,900,544
49,014/0/2022-09-29 13:21:51.050562-24373.jpg,252,482,467,589,668,450,881,537
